dataset,kir,seed,method,oos_f1,f1_all,f1_u,f1_k,accuracy,id_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos,effective_cluster_count,minimum_cluster_size,run_dir
banking77,0.25,42,random_partition,0.8347701149425287,0.6812348007577484,0.8347701149425287,0.6731539947480232,0.772077922077922,0.8513157894736842,0.24870689655172415,0.14868421052631578,0.8902954854809437,0.9503376799300948,38,39,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/random_partition
banking77,0.25,42,single_centroid,0.8386023294509152,0.683214457189832,0.8386023294509152,0.6750361481234591,0.7762987012987013,0.8381578947368421,0.2396551724137931,0.1618421052631579,0.8861728675136116,0.9475713966707617,19,78,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/single_centroid
banking77,0.25,87,fixed_k2,0.852015847121883,0.7161514662165342,0.852015847121883,0.709000709326779,0.7905844155844156,0.8118421052631579,0.2120689655172414,0.1881578947368421,0.8839502041742285,0.9517318139539188,38,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/fixed_k2
banking77,0.25,87,mogb_minilm,0.9025600317523318,0.5704707487833717,0.9025600317523318,0.5529923654692158,0.8402597402597403,0.4144736842105263,0.019827586206896553,0.5855263157894737,0.889722663339383,0.9476142319483434,35,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/mogb_minilm
banking77,0.25,87,mogb_partition_ours_boundary,0.9256026600166251,0.7446154701985688,0.9256026600166251,0.7350898286291974,0.8834415584415585,0.6513157894736843,0.04008620689655172,0.34868421052631576,0.9108507259528131,0.9605395681608876,35,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/mogb_partition_ours_boundary
banking77,0.25,87,ours_partition_mogb_boundary,0.9030936283548453,0.6487910161267313,0.9030936283548453,0.6354066681147252,0.8457792207792207,0.5302631578947368,0.05,0.4697368421052632,0.8691487068965518,0.9458746426259528,38,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/ours_partition_mogb_boundary
banking77,0.25,87,random_partition,0.869364161849711,0.7275978268450344,0.869364161849711,0.7201364407921567,0.813961038961039,0.8355263157894737,0.1896551724137931,0.16447368421052633,0.9029656306715065,0.9586503390278305,38,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/random_partition
banking77,0.25,87,single_centroid,0.8788294467306813,0.737717671964054,0.8788294467306813,0.7302907364500211,0.825974025974026,0.8263157894736842,0.17155172413793104,0.1736842105263158,0.8986870462794919,0.9563866104117646,19,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/single_centroid
banking77,0.25,100,fixed_k2,0.900088809946714,0.7293712113173935,0.900088809946714,0.7203860745474292,0.8467532467532467,0.7934210526315789,0.12629310344827585,0.20657894736842106,0.9091248865698729,0.9599274742527284,38,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/fixed_k2
banking77,0.25,100,mogb_minilm,0.9044910766817023,0.5420944839644022,0.9044910766817023,0.5230209790845443,0.8412337662337662,0.37763157894736843,0.00603448275862069,0.6223684210526316,0.8788242967332125,0.943364998588182,47,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/mogb_minilm
banking77,0.25,100,mogb_partition_ours_boundary,0.9207003089598352,0.6937340322158583,0.9207003089598352,0.6817884387030174,0.8727272727272727,0.6052631578947368,0.036637931034482756,0.39473684210526316,0.8854423774954628,0.9435385836073291,47,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/mogb_partition_ours_boundary
banking77,0.25,100,ours_partition_mogb_boundary,0.9161628375654978,0.6504733408607947,0.9161628375654978,0.6364896831394945,0.862012987012987,0.5144736842105263,0.02025862068965517,0.4855263157894737,0.9093404038112523,0.9576515095245881,38,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/ours_partition_mogb_boundary
banking77,0.25,100,random_partition,0.8817598533455545,0.7136135194336282,0.8817598533455545,0.7047637123856321,0.825,0.8421052631578947,0.1706896551724138,0.15789473684210525,0.904271778584392,0.9567593393477053,38,26,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/random_partition
banking77,0.25,100,single_centroid,0.8778467908902692,0.7055333084141744,0.8778467908902692,0.6964641777575378,0.8188311688311688,0.843421052631579,0.17758620689655172,0.15657894736842104,0.903598003629764,0.9559145568223124,19,53,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/single_centroid
banking77,0.25,123,fixed_k2,0.8164344065353195,0.6824006303254772,0.8164344065353195,0.6753462210512748,0.7503246753246753,0.8118421052631579,0.26767241379310347,0.1881578947368421,0.8543250907441016,0.9374952456741865,38,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/fixed_k2
banking77,0.25,123,mogb_minilm,0.9010292953285828,0.5581741558238851,0.9010292953285828,0.5401291484815326,0.8376623376623377,0.4,0.01896551724137931,0.6,0.8858025181488203,0.9441320235511341,48,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/mogb_minilm
banking77,0.25,123,mogb_partition_ours_boundary,0.9153033754400497,0.7020024785083341,0.9153033754400497,0.690776115511928,0.8672077922077922,0.6065789473684211,0.04741379310344827,0.39342105263157895,0.8923820326678765,0.953778820747426,48,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/mogb_partition_ours_boundary
banking77,0.25,123,ours_partition_mogb_boundary,0.8973776584761511,0.6445261174494565,0.8973776584761511,0.6312181416059462,0.8386363636363636,0.5394736842105263,0.06336206896551724,0.4605263157894737,0.8483756805807623,0.9334710760649307,38,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/ours_partition_mogb_boundary
banking77,0.25,123,random_partition,0.8238993710691824,0.6832046230195502,0.8238993710691824,0.6757996362800958,0.7603896103896104,0.8539473684210526,0.265948275862069,0.14605263157894738,0.8817570326678765,0.9471321358964817,38,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/random_partition
banking77,0.25,123,single_centroid,0.82273276904474,0.6800751324725732,0.82273276904474,0.6725668358108803,0.7584415584415585,0.85,0.2668103448275862,0.15,0.8769782214156079,0.94616619241124,19,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/single_centroid
banking77,0.5,13,fixed_k2,0.7343804537521815,0.748752682890136,0.7343804537521815,0.7491308994463979,0.7305194805194806,0.8335526315789474,0.32564102564102565,0.16644736842105262,0.8506768724696356,0.8218622492255807,76,17,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/fixed_k2
banking77,0.5,13,mogb_minilm,0.7496965282835639,0.4863692965093084,0.7496965282835639,0.479439632515249,0.6646103896103897,0.33223684210526316,0.010256410256410256,0.6677631578947368,0.8481039136302294,0.8088798253683434,102,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/mogb_minilm
banking77,0.5,13,mogb_partition_ours_boundary,0.7925322114120431,0.6440544487832364,0.7925322114120431,0.640147139240373,0.7405844155844156,0.5157894736842106,0.03397435897435897,0.4842105263157895,0.8681553643724697,0.8354461810245664,102,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/mogb_partition_ours_boundary
banking77,0.5,13,ours_partition_mogb_boundary,0.7840085859940972,0.6528600498375109,0.7840085859940972,0.6494087725702323,0.7311688311688311,0.5355263157894736,0.06346153846153846,0.4644736842105263,0.8363992914979755,0.8034006134614469,76,17,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/ours_partition_mogb_boundary
banking77,0.5,13,random_partition,0.6940740740740741,0.7238933303273655,0.6940740740740741,0.7246780475971889,0.6983766233766234,0.8664473684210526,0.3993589743589744,0.13355263157894737,0.8469268724696356,0.8306520514168136,76,38,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/random_partition
banking77,0.5,13,single_centroid,0.6906422018348624,0.7188516591530244,0.6906422018348624,0.719594013292976,0.6938311688311688,0.8526315789473684,0.3967948717948718,0.14736842105263157,0.8397128036437247,0.8231346256062809,38,77,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/single_centroid
banking77,0.5,42,fixed_k2,0.7649456521739131,0.7704182899538378,0.7649456521739131,0.7705623067375199,0.7568181818181818,0.8302631578947368,0.2782051282051282,0.16973684210526316,0.8662099358974359,0.8421430946011242,76,9,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/fixed_k2
banking77,0.5,42,mogb_minilm,0.7435712569093967,0.45445254397180335,0.7435712569093967,0.44684415678923506,0.6532467532467533,0.30657894736842106,0.008333333333333333,0.6934210526315789,0.8298523954116059,0.7726589961195081,94,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_minilm
banking77,0.5,42,mogb_partition_ours_boundary,0.7882906429691584,0.6245478450630955,0.7882906429691584,0.6202388240655674,0.7344155844155844,0.5013157894736842,0.03333333333333333,0.4986842105263158,0.8456321693657219,0.7903822285099552,94,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_partition_ours_boundary
banking77,0.5,42,ours_partition_mogb_boundary,0.792845702082221,0.6581230081747024,0.792845702082221,0.6545776741245045,0.7392857142857143,0.5388157894736842,0.04807692307692308,0.4611842105263158,0.8509859986504723,0.8297187134649421,76,9,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/ours_partition_mogb_boundary
banking77,0.5,42,random_partition,0.7263646093471281,0.7465585357599137,0.7263646093471281,0.7470899548760396,0.7256493506493507,0.8519736842105263,0.3474358974358974,0.14802631578947367,0.8555402327935221,0.8236967955102183,76,27,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/random_partition
banking77,0.5,42,single_centroid,0.7456445993031359,0.7482330614745255,0.7456445993031359,0.7483011789000883,0.7373376623376623,0.8421052631578947,0.3141025641025641,0.15789473684210525,0.8561323380566803,0.8261510502952716,38,55,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/single_centroid
banking77,0.5,87,fixed_k2,0.7584097859327217,0.7731885201557746,0.7584097859327217,0.773577434214276,0.7519480519480519,0.8243421052631579,0.2846153846153846,0.1756578947368421,0.8657688090418354,0.8396830289016443,76,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/fixed_k2
banking77,0.5,87,mogb_minilm,0.7592275727206063,0.511439502557496,0.7592275727206063,0.5049187638689931,0.6795454545454546,0.3565789473684211,0.004487179487179487,0.6434210526315789,0.8420888157894736,0.7785285142001181,87,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm
banking77,0.5,87,mogb_partition_ours_boundary,0.807315133845746,0.6704466276399693,0.807315133845746,0.6668448248450803,0.7613636363636364,0.5460526315789473,0.023717948717948717,0.45394736842105265,0.8597313596491227,0.8123224158427194,87,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary
banking77,0.5,87,ours_partition_mogb_boundary,0.7970045466702327,0.6712600337001332,0.7970045466702327,0.667950967569341,0.7467532467532467,0.5467105263157894,0.04487179487179487,0.4532894736842105,0.8479259446693657,0.8256984050656104,76,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/ours_partition_mogb_boundary
banking77,0.5,87,random_partition,0.7561911405650505,0.771544281760677,0.7561911405650505,0.771948311792141,0.750974025974026,0.8532894736842105,0.30512820512820515,0.14671052631578949,0.8757662786774629,0.8476550252865476,76,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/random_partition
banking77,0.5,87,single_centroid,0.7539627842866988,0.7649150122137269,0.7539627842866988,0.7652032287381223,0.7470779220779221,0.8368421052631578,0.2987179487179487,0.1631578947368421,0.8662445175438596,0.8368014029046673,38,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/single_centroid
banking77,0.5,100,fixed_k2,0.783212161269002,0.7637773043902342,0.783212161269002,0.7632658607881613,0.7662337662337663,0.8151315789473684,0.2403846153846154,0.18486842105263157,0.8740523785425102,0.8552615754413172,76,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/fixed_k2
banking77,0.5,100,mogb_minilm,0.7444901913296198,0.4681933295043734,0.7444901913296198,0.4609223594563406,0.6561688311688312,0.32105263157894737,0.014743589743589743,0.6789473684210526,0.8173414304993253,0.773111002756248,105,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm
banking77,0.5,100,mogb_partition_ours_boundary,0.7884665792922674,0.6352506311074062,0.7884665792922674,0.6312186324709624,0.7353896103896104,0.5059210526315789,0.035897435897435895,0.49407894736842106,0.8451142881241566,0.8080232594803448,105,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary
banking77,0.5,100,ours_partition_mogb_boundary,0.7932755450485947,0.6539493692794779,0.7932755450485947,0.6502828909697643,0.7392857142857143,0.5151315789473685,0.03205128205128205,0.48486842105263156,0.8704769736842104,0.8455595154223046,76,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/ours_partition_mogb_boundary
banking77,0.5,100,random_partition,0.7137681159420289,0.7467078626343077,0.7137681159420289,0.7475746980735781,0.7201298701298702,0.8585526315789473,0.3685897435897436,0.14144736842105263,0.8534341261808368,0.8331028237657631,76,18,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/random_partition
banking77,0.5,100,single_centroid,0.7304534094966083,0.7478147458750691,0.7304534094966083,0.7482716231481866,0.7292207792207792,0.8565789473684211,0.34423076923076923,0.14342105263157895,0.8553437078272604,0.8336883196901819,38,37,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/single_centroid
banking77,0.5,123,fixed_k2,0.7321304649548924,0.7520598836970233,0.7321304649548924,0.752584342084974,0.7340909090909091,0.8243421052631579,0.32371794871794873,0.1756578947368421,0.8421031545209177,0.8199942470128376,76,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/fixed_k2
banking77,0.5,123,mogb_minilm,0.7526987242394504,0.5095860938475171,0.7526987242394504,0.5031883930477293,0.672077922077922,0.3539473684210527,0.016666666666666666,0.6460526315789473,0.8407211538461538,0.8025917980265235,87,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_minilm
banking77,0.5,123,mogb_partition_ours_boundary,0.7932692307692307,0.6661867764875642,0.7932692307692307,0.6628425013748888,0.7474025974025974,0.5401315789473684,0.04807692307692308,0.4598684210526316,0.8543146929824561,0.8237952075554726,87,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_partition_ours_boundary
banking77,0.5,123,ours_partition_mogb_boundary,0.7758389261744967,0.6477110398893807,0.7758389261744967,0.6443392534081935,0.724025974025974,0.5263157894736843,0.07371794871794872,0.47368421052631576,0.8263866396761135,0.7968284153530236,76,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/ours_partition_mogb_boundary
banking77,0.5,123,random_partition,0.6907063197026022,0.7472988271034321,0.6907063197026022,0.7487881036139803,0.7074675324675325,0.8677631578947369,0.4044871794871795,0.13223684210526315,0.8467746288798921,0.8171267115543785,76,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/random_partition
banking77,0.5,123,single_centroid,0.7006977598237238,0.7458827406646478,0.7006977598237238,0.74707181910783,0.712012987012987,0.8625,0.38846153846153847,0.1375,0.8456043353576248,0.8181088529238436,38,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/single_centroid
banking77,0.75,13,fixed_k2,0.5487959442332065,0.7935354037876169,0.5487959442332065,0.7977550496420033,0.727922077922078,0.834051724137931,0.43026315789473685,0.16594827586206898,0.8047623638838475,0.5424623374054139,116,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/fixed_k2
banking77,0.75,13,mogb_minilm,0.4772510340439071,0.433316973658012,0.4772510340439071,0.4325594898582552,0.4646103896103896,0.29612068965517246,0.013157894736842105,0.7038793103448275,0.7663946234119781,0.4243313847832702,133,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/mogb_minilm
banking77,0.75,13,mogb_partition_ours_boundary,0.5330882352941176,0.5925310479835579,0.5330882352941176,0.5935559240644104,0.5837662337662337,0.4676724137931034,0.046052631578947366,0.5323275862068966,0.7908053539019964,0.4739618569298445,133,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/mogb_partition_ours_boundary
banking77,0.75,13,ours_partition_mogb_boundary,0.5444400159426066,0.6535444406449934,0.5444400159426066,0.6554255514157241,0.6116883116883117,0.5405172413793103,0.1013157894736842,0.45948275862068966,0.7977801724137931,0.5282459939437947,116,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/ours_partition_mogb_boundary
banking77,0.75,13,random_partition,0.464,0.783194970314109,0.464,0.7886983318712488,0.7058441558441558,0.8724137931034482,0.5802631578947368,0.12758620689655173,0.8002591878402905,0.5166654138127648,116,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/random_partition
banking77,0.75,13,single_centroid,0.4677533664068037,0.7744310270281128,0.4677533664068037,0.779718572900894,0.6987012987012987,0.8616379310344827,0.5657894736842105,0.13836206896551725,0.7942456896551725,0.5137051820472545,58,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/single_centroid
banking77,0.75,42,fixed_k2,0.6131736526946108,0.7953667217694224,0.6131736526946108,0.7985079815810571,0.7451298701298701,0.8284482758620689,0.3263157894736842,0.17155172413793104,0.8403794237749546,0.5891361199829579,116,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/fixed_k2
banking77,0.75,42,mogb_minilm,0.47332077840552417,0.40867184951580965,0.47332077840552417,0.4075572128108146,0.4525974025974026,0.2793103448275862,0.007894736842105263,0.7206896551724138,0.7971069646098005,0.46492218526688206,129,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/mogb_minilm
banking77,0.75,42,mogb_partition_ours_boundary,0.5281539558089807,0.5627444167962178,0.5281539558089807,0.5633408040546184,0.5659090909090909,0.4375,0.025,0.5625,0.8111757032667877,0.49734355484913595,129,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/mogb_partition_ours_boundary
banking77,0.75,42,ours_partition_mogb_boundary,0.5496062992125984,0.6488693244201716,0.5496062992125984,0.6505807558892678,0.6103896103896104,0.5336206896551724,0.08157894736842106,0.4663793103448276,0.8223139745916517,0.5624582012660859,116,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/ours_partition_mogb_boundary
banking77,0.75,42,random_partition,0.5775401069518716,0.7832318308942068,0.5775401069518716,0.7867782399276954,0.7321428571428571,0.8689655172413793,0.43157894736842106,0.1310344827586207,0.8420871143375681,0.5731313453040903,116,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/random_partition
banking77,0.75,42,single_centroid,0.5716180371352785,0.7788643892953979,0.5716180371352785,0.7824376022636758,0.7269480519480519,0.8633620689655173,0.4328947368421053,0.13663793103448277,0.8387953720508168,0.5663810233638911,58,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/single_centroid
banking77,0.75,87,fixed_k2,0.6058394160583942,0.8116459750099474,0.6058394160583942,0.8151943639573879,0.7545454545454545,0.8336206896551724,0.3447368421052632,0.16637931034482759,0.8409913793103448,0.5884607027962563,116,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/fixed_k2
banking77,0.75,87,mogb_minilm,0.4827365728900256,0.4486180681538979,0.4827365728900256,0.4480298180722405,0.4733766233766234,0.30474137931034484,0.006578947368421052,0.6952586206896552,0.8110821234119783,0.5009173276365309,158,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/mogb_minilm
banking77,0.75,87,mogb_partition_ours_boundary,0.5405201658499812,0.6217631906981547,0.5405201658499812,0.6231639325058818,0.6,0.49310344827586206,0.056578947368421055,0.506896551724138,0.8051270417422868,0.48977929216460453,158,10,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/mogb_partition_ours_boundary
banking77,0.75,87,ours_partition_mogb_boundary,0.5565217391304348,0.663436567522859,0.5565217391304348,0.6652799266330732,0.6220779220779221,0.5405172413793103,0.07368421052631578,0.45948275862068966,0.8308598003629765,0.5748569130016812,116,7,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/ours_partition_mogb_boundary
banking77,0.75,87,random_partition,0.5516304347826086,0.8019420124481477,0.5516304347826086,0.80625772930445,0.7373376623376623,0.868103448275862,0.46578947368421053,0.13189655172413794,0.8168375680580762,0.5558032243153406,116,16,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/random_partition
banking77,0.75,87,single_centroid,0.5678524374176548,0.7972512771702772,0.5678524374176548,0.8012064295798053,0.737012987012987,0.8590517241379311,0.4328947368421053,0.14094827586206896,0.8183802177858439,0.5526386454814952,58,32,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/single_centroid
banking77,0.75,100,fixed_k2,0.5937122128174124,0.8064794121159801,0.5937122128174124,0.8101478121038863,0.7464285714285714,0.8262931034482759,0.3539473684210526,0.17370689655172414,0.8387239110707804,0.579642611606913,116,9,../artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/fixed_k2
