sample_id_sha256,gold_is_oos,categories,k1_prediction,k2_prediction,k1_selected_intent,k2_selected_intent
2ace73e603ce005a0cc6dc49d16000aa58c7d77246c839e8c585f34fc20d3e80,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
94e3be265ec0fc4c169c2a8d5b3df36e5b1321426906245b607789dd812e8ec6,0,k2_changed_center_or_intent,0,0,apache,apache
ba7d09581502a91be7f4d92daf9a05abfaa9f544dd68c53324f7135e6c556c29,0,k2_changed_center_or_intent,0,0,oracle,oracle
fd6158a70860b441d4baacc31e35ffa5b3f546ceb65ff22dd351b3af6f4b8404,0,unchanged_or_other,0,0,ajax,ajax
fb161e78404a06cc4253356f1dcc0b7e57116f70880dcf04e39b6c2f8844f7ce,0,k2_changed_center_or_intent,0,0,osx,osx
7cb907976b21e6c69e6b89aae22dbe7e4762b3ed62e1e2f9fe3f8e04ba1f721d,0,k2_changed_center_or_intent,0,0,apache,apache
35835f04be18f65e476598fd9e6b507ed77fb371cba687fa2b4fe08c6e39a7bb,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
aca3e736041191f42e611480a3b01abbe1d68db2e45aa20d0eff2a767be81604,0,k2_changed_center_or_intent,0,0,excel,excel
aa5a0a91ec8dba3a668008e25b8a6f0187e1de3d105ee0042d01241159988ce5,0,k2_changed_center_or_intent,0,0,osx,osx
bc655837a4839697d2b473a84d6b021edd572e19a43659d55db0847325939866,0,k2_changed_center_or_intent,0,0,apache,apache
d42b3be3f68721d337d0a57e9132db6b24deef91d54c4711553badf8b760aeaf,0,k2_changed_center_or_intent,0,0,apache,apache
61ddb746a1b48600222a847524dcd0940cc9d6b1447b5a710ee201b3b8ad94b4,0,k2_changed_center_or_intent,0,0,apache,apache
afd761ea1df3e91d25fabf805c469f3efd4f7625f565a7418e12d8cb3682450d,0,k2_changed_center_or_intent,0,0,osx,osx
a8dba360992162cbe69d3d00184f1acc48a4041fee4bb28ea129d01b6cf30e9c,0,k2_changed_center_or_intent,0,0,apache,apache
1efb44ee80deb951887c7313692de136e91b8c697b5c8533272c88efaffc93c8,0,k2_changed_center_or_intent,0,0,scala,scala
544e2664c627787b5091fdff72b93b653ad360f6030aa7bf45b825ad8cb966dd,0,k2_changed_center_or_intent,0,0,qt,qt
94d214c6f6a2d6425ff026f536578b585ae7eba88a03f3e1fbd777dcf1fc6ee1,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
4e8c5f570b9a522ed2a8b472e25a76279d444b2ea0ba345caa0f0a96d261f942,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,ajax,ajax
f12d97c7e64d021ddfa866871c92590194afb9b8338436ef32842b510acc0d3d,0,k2_changed_center_or_intent,0,0,apache,apache
f4a30916813f7767eecd4de87f5e84218a98ef8f685f91d2c8d2a1364492fa25,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,ajax,ajax
c689e4bdf88c04e9d3d6a2c95efab8b791e7b60bed0fe86f78c73baf3379a911,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,scala,scala
a126764ea6cf7469fb5c055ee8bf83d2bfc2c01682e89a4f51f72d87bae99623,0,k2_changed_center_or_intent,0,0,excel,excel
64179f89368ee06e75c3aea6e05b874ac8301bf4cb8195f9306d0fbe0e538a59,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
b4ef8a4e8b271d361fdf046c4c916a1fea9727ed379ead1310f9a82f2e0d3026,0,unchanged_or_other,0,0,ajax,ajax
ea90ff5b35e969d5abcca4691ae4d7b14c7f1685a15d5baebb536ae06230c622,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,apache,ajax
2c5e3574be5fcb88bc0a773a302635b09941719d328cceaa4808fbe89b65d06c,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,oracle
da875aed10a9730e5330a18407ede7cf78a6084978b6a45bdadbab5c3cc48953,0,k2_changed_center_or_intent,0,0,osx,osx
57cb25d19d58ec12960b531304b884f79db7ff13a2ec6f1e5cfe78d670f1a309,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
5bd664583a355c42fd843885f42f33ff115833441a810994403cf1e259248708,0,k2_changed_center_or_intent,0,0,oracle,oracle
a5e1ce53ec4ee068d6856d005dde3b71c1af11d0250e48c29a73ee08a8ea8930,0,k2_changed_center_or_intent,0,0,apache,apache
850122be72021fac5a4e897ca6860a51178f9d50026f400b39be18005ee5177f,0,k2_changed_center_or_intent,0,0,scala,scala
63aa1aa870ff5ba2dab22f96b284e19ae244e117af76501e0ae7c119feed8c7d,0,k2_changed_center_or_intent,0,0,apache,apache
ce5d61e14b705211c15df4cea7ae38b05346970a2ea093f84b9621da0a0f1976,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
cfe7dfd7142a4292e451717f1b832d7dde21bb7cb88cc5894c4c9031c94f3444,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
03840cbdcbc594fb609115356677db1fc873ee14e3714b5fcf2dda333a996213,0,k2_changed_center_or_intent,0,0,excel,excel
c695691ae4d37422cbcaf4b62aed5a38965dadfbfa1dda71e7206b59d7fecf57,0,k2_changed_center_or_intent,0,0,osx,osx
e06584697ba6e02cb41cf180ae1ae25219ee1dbeeb489fb2827528fe351f45e0,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,osx,osx
bef508a85bd3be32929ea15094dcbff657145ba13338d722001536203fcee0d6,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
2ad067a1e96b21e201f110fc2f78fb5ec941ba55c8dfc52183a896143f3de4be,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
a845a790d7fe2c04391ed00f12f1b1503c07308685aa9975bdc5590ae1bb16eb,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
921418219c3f10b9b3453319b48a8b43d63ae0ffdf3531bae8d431fd221ce6bb,0,k2_changed_center_or_intent,0,0,linq,linq
1455ee922e8384b9ef4a79e28c0472c2ecdaf618a3d3cf7116260c1a042a4326,0,k2_changed_center_or_intent,0,0,apache,apache
2dd26ed409fe654cdc437cf44cd9352ab6e0ef4c3df3f7dc7b0e5280c99706fb,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,hibernate,hibernate
5806dfe6518ac1f21ed1b780a0e2514a67d5da02db029d3d83f4e1f70955c492,0,unchanged_or_other,0,0,ajax,ajax
58b7cadadc0c55c2c493ad1b2655ecbe72999c7365d5b6f6a9213b46a4a9a663,0,k2_changed_center_or_intent,1,1,sharepoint,sharepoint
46db6ef63fe2c2f2724f55cba3af425a1fff34a21907da1d672068c049ddf201,0,k2_changed_center_or_intent,0,0,qt,qt
17159b3382f573e61e24aed315a90db34fa5f51ecd936d7789b27b7c0574fa01,0,k2_changed_center_or_intent,0,0,osx,osx
bf4aac7d3d2b06ecd9774ac85f2970ff1f61d8c0586f56afdd95c8a2e34e88db,0,k2_changed_center_or_intent,0,0,oracle,oracle
be12c4cdb82fb7d1c523cd6526d15a9221a8b0c9cc00c01f85bd6f00f19704c2,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,ajax,ajax
cd90127f5fe3d9d6cb068ddcb1dbeada890cd63705081bbd3b6135c90a170b83,0,k2_changed_center_or_intent,0,0,linq,linq
8295cd122597b9f37912ea5cd92f2a836edf9e81894fbe1dce076f2ca759fd3c,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,oracle
5fe0a611ba566d02367bb6fcb2ba11432859dac3a8532271c8e9d889ac6d7a96,0,k2_changed_center_or_intent,0,0,scala,scala
e63d955212c895d4dea4163d782c3822bcd427f89bcb03f629fede9a3680efb8,0,k2_changed_center_or_intent,0,0,oracle,oracle
6d938f257f68cacf2854f2083ede3b4039c1e1bd386728c5efb03ce6eca3b607,0,k2_changed_center_or_intent,0,0,apache,apache
58676cc1a06983919359ba189ebe0afc65b06c9bc0163fff5f8dfb2261383fb4,0,k2_changed_center_or_intent,0,0,apache,apache
326e0f12d31593fa9c2375ff502df6af3336fd40053ed7f589b4af1e80bda920,0,k2_changed_center_or_intent,0,0,qt,qt
404567aa51253e306ba60cd593245a0dfa711cc7b7849a7d8d54a5e202175e6a,0,k2_changed_center_or_intent,0,0,osx,osx
f84141462970c55ca2c81debcce7ed3bfc42b3ca34a4f46c8a24885accb37e12,0,k2_changed_center_or_intent,1,1,apache,scala
060a1f48f0299ff6f646ed1a8d2317dbd54fc19538ad2eb41342ef3f372a9cc5,0,unchanged_or_other,0,0,ajax,ajax
c5a277623470d9a046ab84cfec21fe55bdbd5d5f9bac4ff9e61bc319d1d4601f,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,sharepoint,ajax
7f244eb0f83b54786b96539d0503dc3910320f0cd06bed6bfe2985cba60f76eb,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,scala,scala
58d6a17596a2271486007301813c9f00f14b8aeb594c68189a97b94fe45f697b,0,k2_changed_center_or_intent,0,0,scala,scala
225cb4372752d07766651c46b40ae2b2fbcae222f4804ea5e7533f91cdbfebef,0,k2_changed_center_or_intent,1,1,osx,osx
91b4bad454bd026d1fc12c4f1564304ab12bced7bee037efc6fa45c7d95a281d,0,k2_changed_center_or_intent,0,0,excel,excel
9e0ee01959df91bd0c62e495a833a569fe90086811d30b3b30d152f228341e63,0,k2_changed_center_or_intent,0,0,oracle,oracle
70e978df6d6ef83d6a3c8e1458941b67b5b3ac6382cf56d542e0117f43cc6b5d,0,k2_changed_center_or_intent,0,0,ajax,ajax
00b8bba3c71917180f46d037d92e167b0cce8a47b2d00ac3f013844db6b384e4,0,k2_changed_center_or_intent,0,0,osx,osx
d248ee661d5613fbd6120cb2b250175f207144d725f7140376adbf9597216cdd,0,k2_changed_center_or_intent,1,1,sharepoint,sharepoint
4fc27fc28a506fb0b948eccd5067502bf196992ca065943552e319fd8655bfe3,0,k2_changed_center_or_intent,0,0,oracle,oracle
e0a9ecac3d1a94e088ff57cde058b74ecbdf72787502594ddb59d558602dfbc8,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,oracle
af8f943b46577c21fc23fab5e92099f9a15c24705cb5f3e522ee949286b6c70d,0,k2_changed_center_or_intent,0,0,scala,scala
ed2d0b95e9fc9643dab609d669f07e3dfc765992f372fa9d99037b6fa67cdc55,0,k2_changed_center_or_intent,0,0,linq,linq
78c60d7205ed58dfc36da60db5a5128b137fc02755c82ee90b683f1acd352908,0,k2_changed_center_or_intent,0,0,oracle,oracle
640cc68d04b4cdcad774e203d6e96145a15ea86bef5f6c4751d212db61e036bb,0,k2_changed_center_or_intent,0,0,qt,qt
52632eef1fa3daf7fbc55a55f4f7b3d9bafc1640db0e56b199e29e8908d015d3,0,k2_changed_center_or_intent,0,0,oracle,oracle
ae461a489fd8f9914dd22cf8a218b38b6164310e23b49feb8b11f14c3240c643,0,k2_changed_center_or_intent,0,0,apache,apache
510a7b02d35e2333f02fb811311b93eab753b087bd09270b43e3f0f2d1451453,0,k2_changed_center_or_intent,0,0,qt,qt
353cebb55ba5f91165560eb6aa7f7d30d4bc33b8d11fb1b283b79a80645a504f,0,k2_changed_center_or_intent,0,0,excel,excel
3ccfc335a6a10ed1a209120639a552aaeda69e1c652a9ec45386addeeb780838,0,k2_changed_center_or_intent,0,0,scala,scala
46b8d5beec8ee2a27424f2fe1f29ed8e8d9e2ecde13c3096cdc2c12980051238,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
928297d5fecb2e1dc448b3508eb2cd223ba880cf369236cc7c0481ef410a781b,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,sharepoint,qt
6c6ad5ab12e9c94309fec0eacdcfb4e8ca8a3d71a552778fe87b477c1b7c9b3a,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
98385b6d0c32119357ea7374ac0e0c90066ec101cfd15cdfffa7950f6121f350,0,unchanged_or_other,0,0,ajax,ajax
0b3f27872c9e1d5442b3d8f3e66b7e29d4a04750832499b04738e11317dec51a,0,k2_changed_center_or_intent,1,1,apache,osx
6f38d98e002cd87fdf239fb6f02bb52caac9cd811c76030e0d1a158bb991aadb,0,unchanged_or_other,0,0,ajax,ajax
39840dde71c3ff9b487ed50d74320d5dbc2c763b7bd8c3a0d1f381e26a88f221,0,k2_changed_center_or_intent,0,0,oracle,oracle
e158aa927edcefa7ebbc3947f38f81442ce40635b01ccf967341d3b84e2a5955,0,k2_changed_center_or_intent,0,0,osx,osx
3f2c755dc682caa4be766a587895e3e93809608714268f5f76e63f35219f2cf4,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,oracle
a36d69b24fda5c1709f902ea887ff74eb8602c950e31cc8ad2abfc69d783a0d0,0,k2_changed_center_or_intent,0,0,scala,scala
896f75d27530b7e2618114f649cdeab83685ad2b8bcc0ca4c4290e31cac272e4,0,k2_changed_center_or_intent,0,0,osx,osx
5c968e3ff4be01b559f110b41121c62f6cef6dab635bded440a98bb0ba8cc9c0,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
35a5c7e0cf0e5f263f63922b79bfe14044192c5762982f9ec2327fcd02eb0bea,0,k2_changed_center_or_intent,0,0,qt,qt
6090ec01abb5267302655ce2b1f9313e83a1000165793670f6aaaeff2c39fc5e,0,k2_changed_center_or_intent,0,0,excel,excel
215017143bb5a55703abdbbd54253135036d9f73d14d0d552e0c41cf9729a774,0,k2_changed_center_or_intent,0,0,apache,apache
e2626c9b66cf3e19f45db5861462bd8e78581f1839f52e86861eb406f3481c40,0,k2_changed_center_or_intent,0,0,scala,scala
f329d1797acbc1f446d5e27ab58b76caf0f073790d3eff81d5e3aed127b9a110,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,oracle
7177d7a15d5dfbea6e1f6089099b7de32bbf36183bf11056d76de9e9bd586909,0,k2_changed_center_or_intent,0,0,oracle,oracle
3d639dc643fd2282296830a340bb16497325741583ebef7c42aa0aee84108d1e,0,k2_changed_center_or_intent,0,0,apache,apache
6cafac1973c76b7f57522fdba489b1ad16016a900cf97920589a8644d985f00a,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,sharepoint,ajax
9211249adc4d725474da3712c7237c4f16fd76a8db94999cb9a1b9e0d8d73a92,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
358bf16a7e437103ea2cdb8f5f179bcceb83076e543baf4c3bee4b0cfdcb6894,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,oracle
fda8a6653b2fd1c9a2e7a68bf9e4fa619fd003eb2783dbbdc8b0924ca3f6e115,0,unchanged_or_other,0,0,ajax,ajax
40531531413e5e9219867ded48d3474ba0a668e3de3baf9176314e3a91a96601,0,k2_changed_center_or_intent,0,0,linq,linq
e00979098672afc4d2f49e0385725bb1496471d61e5ee617decceacb00b5d758,0,k2_changed_center_or_intent,0,0,excel,excel
6dd4f21f955aabf6c89bdbb4c56e1ac2e1f982f69a81e962da8b6bba27e43143,0,k2_changed_center_or_intent,0,0,qt,qt
6acae9871679306c0ce498b2db96778027ce8f1810fc263c76b59ceccee9f84e,0,k2_changed_center_or_intent,0,0,linq,linq
7d24153ba578a5547e143a915d4ff308e4beab44177e062ffa84b1343195f104,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
020d0cf0828b112bc7cd5b3b97761aa3b7e8740a12bab39523b009e585262b53,0,k2_changed_center_or_intent,0,0,apache,apache
4f5052291633664a8a7756bce957f3c6c46511c6e1465b6a402688fdb428d5be,0,k2_changed_center_or_intent,0,0,excel,excel
db2a4c55787d982b30de9e65d8cb712ea76df04a23c1c19bc2ff76b41cba6561,0,k2_changed_center_or_intent,0,0,osx,osx
236ee4f6bd80323db7f1974308958b7ac8a033523d65c51cefcbe4547352e89c,0,k2_changed_center_or_intent,0,0,qt,qt
55c45a3a93381980146ecd0e4233ea351ced67b333d8b4540c7dc96f21bade3c,0,unchanged_or_other,0,0,ajax,ajax
e53d34372fe1c4d18b1a9f9c066cb2a4aadb4e85ae7dc53d99bc2ecb14f3c9e0,0,k2_changed_center_or_intent,0,0,scala,scala
abe4d6ecc7270c89732072c67186ee4b342898ae6fdf46eb327ebf9e8cccf9c7,0,k2_changed_center_or_intent,0,0,scala,scala
b3d562e25fd924f0752d5a87222a98c60fbd9cb282215b719c2f19c648657689,0,k2_changed_center_or_intent,0,0,oracle,oracle
cf4c9b9443465e21228188b26aa0ad02ffd7b4513483ad189a330bbf1ce16bff,0,unchanged_or_other,0,0,ajax,ajax
718ad54a8022dd3399b9f052f6d3cc084ddaf52399d96fb52d1480232365b507,0,k2_changed_center_or_intent,0,0,osx,osx
935388fb1f9cbb63b2e2145aba78dd71594a87a2f82b317255251c52bf8c6cd0,0,k2_changed_center_or_intent,0,0,linq,linq
39dd2e74877a74b8d0bb423867cff43b4294d191f6b882c2b93353f5a3c2c1b9,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
4df7f502a34a59bf890182c4ceb44dd71de0b2b045b9b825a9089c2b9b5ffec9,0,k2_changed_center_or_intent,0,0,qt,qt
780627675ce2cf4aeaf0af33fb2ecbf755e855e0d12e2a2699b27798a0f577cb,0,k2_changed_center_or_intent,0,0,oracle,oracle
ad7bcccee27de62f4ff3dbc47defa64322afd6c9cf329f4a088b166393bb7899,0,unchanged_or_other,0,0,ajax,ajax
b291ae38a930991abba146443d6d7a358f4b18fef849e258d520df83ea94d9a9,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,osx,qt
ca151548cf154c89899bb8749af9333b6b89dc504f371a0a2298e51900e136c6,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
fd0af55a8fb1d4b6c405800fcfb8c68a152fd8fff25682734d5e3d8b0ca25405,0,k2_changed_center_or_intent,0,0,excel,excel
bd8fa71ecbbe2291781d926e5cb8e3a76c7d7f5b4787c8df842b5589223059b1,0,k2_changed_center_or_intent,0,0,oracle,oracle
f0765092e1c1cb1963b8f3a0238dd2fa0b6ae250268212b78f92da0d85d9a8af,0,k2_changed_center_or_intent,0,0,excel,excel
9fe13c924d1c18284bf522733f1bbc1f2363a6c5ba7ae888687dc928aa3196ee,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
a70e47d8e2c26ee1742ecff5ace000d874c12ddbcabf22cafbce2a62bbfe175e,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,linq,linq
7a60d291eaeadcb219c88d7b8e3f1241c6c80a4a359b5243341009a8694dbbe7,0,k2_changed_center_or_intent,0,0,qt,qt
f8d8a3a4eb146e2bdb033713c3f99e99c1bdfa9d8081e0446a469f630059b049,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
bdfdd57891ee4edd6657d402d8b6d928a092ec00377be587b4069b0a1152ba46,0,k2_changed_center_or_intent,0,0,apache,apache
b48bfb66f44bec16e4a9d13cb38c1d5cb117f7e73e93955744e7f07bd5589e6b,0,k2_changed_center_or_intent,0,0,scala,scala
5523b49221d3fb20965830ed0c589f7216c4bda4e875ec3d2f3de5902e383612,0,k2_changed_center_or_intent,0,0,oracle,oracle
640446739b8268ff74dd7ac8e6e1aa918d850d1844b49b17e4f0e310c1f4cd0f,0,k2_changed_center_or_intent,0,0,scala,scala
cde98a40cc5bb6fa1d9e42037ae9f7b43f67f2bfac2258e0cfbe6b0569fac966,0,k2_changed_center_or_intent,0,0,osx,osx
4e655571bb6cf593c1adba39a504a1e023fdd01e95cb179078231c2b9e5e17bf,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,qt,qt
01d9171809a38e637d466232d482f37ded380c92d4377ae32d59fd6a050b271a,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
5f08afc596e85ed4756149351aeed2d6ef9404633b16de5f2ed42e9ad340eb64,0,k2_changed_center_or_intent,0,0,excel,ajax
926e9c05fe7ff7f0b0074c89cbac6d07c030b240b17a36b0316802d09724667f,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,oracle,hibernate
6408d7ae8b60194b3b81c668cc92d9efc01a208c167d9c8c7ddcdd2d8c6508e9,0,k2_changed_center_or_intent,0,0,excel,excel
95e5087a3aba5041c16beb6c92df5cc923fc3a662e5e9d1e06f9ec7e80d5cc5a,0,k2_changed_center_or_intent,0,0,osx,osx
59775c1230b7801638e5b1275be528b9a70d1aed12e7cee8960e492f488e191f,0,k2_changed_center_or_intent,0,0,oracle,oracle
bee028325c618de78c1f8842c44807c40b8dccda9db0e52bb1130edbff5a502d,0,k2_changed_center_or_intent,0,0,qt,qt
49986858af99b0ce86451d2e55755514f5e004fcc2030587860aee720bbe1cca,0,k2_changed_center_or_intent,0,0,osx,osx
8993e15588b4e8b8fc9d8dbcd93b5efda683a3abeb2fc0a5b97ef7cc3d713645,0,k2_changed_center_or_intent,0,0,scala,scala
29f9e89bdb6dd7e5ec2de28c16be79d4a13e333ebf962c3d6340226d5ccbe17c,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
9e408c92c2057654447f5831cd16dd9ac82c25fe667bfca5163624e546314c11,0,k2_changed_center_or_intent,0,0,excel,excel
4d503bb70f913254820d701d1dffc8ec46881706aa8bad56b5d2360ee7b8c307,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
fcd0556680c85444ac17e336f497fb772c1887add7206d82e6ff6be6339ade17,0,k2_changed_center_or_intent,1,1,osx,osx
7f56e02edb49be285d4403a1208dee96f29bac67c9c02f0166ca02fd7efe806e,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
d9104bd0f04de0c33b9cc8a67233bb0a1df57f64b2a6d901c80ee476d80aae21,0,k2_changed_center_or_intent,0,0,apache,apache
b4b59681281a354a81c5cfc65dcfdde279d5501cdae403dc28d38c7585acc306,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
70638b15ebd17e51e1395b49a8ad893dda30a63b48716b7e1bd3a2cf4ce0e9cd,0,k1_false_reject_k2_correct_known|k2_changed_center_or_intent,1,0,osx,osx
04a122e0381a6605d978653319d5602a10126b7f7842b01cb5a4b654422a3acd,0,k2_changed_center_or_intent,0,0,linq,linq
0b3c01967d7e553adbe056a22b510b4fba253881adeb3453c101aff3a8061cf3,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
17aa77c047caf48a56f66d5720f0f8b561ddf965a4ceed471c10fb9b90bc0b11,0,k2_changed_center_or_intent,0,0,qt,qt
3841e5f4bb52f40d21216b058a359565f9b3b382dc9e47a7aac479e6b27a8eea,0,k2_changed_center_or_intent,0,0,scala,scala
6c72eacc2c8a2e7d0aaacf689fdb894dece9c72bec32fc1a1fc90f5f4e2acf41,0,k2_changed_center_or_intent,0,0,linq,linq
ac0b0dea97c731cc516bf325997fee5752bf902ec1c8d31182a51de28e8dce8f,0,k2_changed_center_or_intent,0,0,excel,excel
168361c89f0b36c8cb38b26bef1a2eaaca90ee2c1183e6f3acfd5bb521766335,0,k2_changed_center_or_intent,0,0,osx,osx
81ea32358c2fcb3775699cf2ecfbef1ce418853f91e01e02e9c7fe3617f49ced,0,k2_changed_center_or_intent,1,1,sharepoint,osx
8c0f9f4f79eedccbb27b7f1140fe4ff1053a690a11e8e1251dad49490bc5b9c1,0,k2_changed_center_or_intent,0,0,sharepoint,sharepoint
ce39fe7e15adee51f506a0b3ec0763c21357309b7b7f20f1b229ebd6277216f5,0,k2_changed_center_or_intent,0,0,hibernate,hibernate
aae58570231ff9ef017b100126ba1eca302f061bfddf08825850ad44bbaf09da,0,k2_changed_center_or_intent,0,0,oracle,oracle
