dataset,seed,requested_kir,known_count,effective_kir,intent_count,registry_sha256
banking77,3,0.25,19,0.24675324675324675,77,1a1b064de7736a1cf61e206dfde07d7946404e02ce70623f3ceb4e852a1512bd
banking77,3,0.3,23,0.2987012987012987,77,ec0a90d73ea3e4da44b87ce8e7d9d0362b3e0d522a9be5d7dacc717a8d2a14a6
banking77,3,0.4,31,0.4025974025974026,77,e1f28af9467c421e37781920ae65ef773f80097faa889059773aac70c9adb0ed
banking77,3,0.5,38,0.4935064935064935,77,afe50f037fb404db477f9d1b85d2f9bc6eb84be4f3f3d6d1e49d98f873c72012
banking77,3,0.6,46,0.5974025974025974,77,14969cefcd8445f54d6de6f995ed6f60d9a46051936244107bee99507b6fde6e
banking77,3,0.7,54,0.7012987012987013,77,e818dea42c3efffd64e5dcc799c7205d1267346a24aca191466dca479240a434
banking77,3,0.75,58,0.7532467532467533,77,dd26d1480315eeef3b82372eb639a970fa7b52871a8639565cfea1ca5b5ea2cc
banking77,3,0.8,62,0.8051948051948052,77,6023f844384490de76c6429b1c0e62d49e0bff77bea4d4f1709a3d0a02faf8c4
banking77,3,0.9,69,0.8961038961038961,77,9b9343696f2238872e8d35815f18bcca8354239a9ec3ae77cdef1aea2c0014c6
banking77,4,0.1,8,0.1038961038961039,77,20b3d0ae595529e2849eebc3289fae190f1a231312cf88f7eec81d90f1f716e4
banking77,4,0.2,15,0.19480519480519481,77,a14842a35815d183090ddea2264ffdebe792769aa574a5289b04425590812363
banking77,4,0.25,19,0.24675324675324675,77,d8c3a9ab6d38fe51649b20223cad0007408c29e876f2d1464d895a170297178f
banking77,4,0.3,23,0.2987012987012987,77,70ad385a1da8f24fffb8e22fb2a7875e69380c16e6ff9a030330de13f4d1c70f
banking77,4,0.4,31,0.4025974025974026,77,f3d5959e659e20699b45574fb6dabdef107768f55818ccf3aa8c51698fe8a826
banking77,4,0.5,38,0.4935064935064935,77,f3e9bbda0b366235a3c8c84fb11a86a0a3cd6472d4462c7dde8636be8e417474
banking77,4,0.6,46,0.5974025974025974,77,111cdb811a5ac1db29f1f9a4c48636d4e0fef148d9c7972a91dc63bd0a2b9d2e
banking77,4,0.7,54,0.7012987012987013,77,08a4d59781069a84b86d4d708f53b5181f533cf8785ee0429e290687e8b9a80e
banking77,4,0.75,58,0.7532467532467533,77,7d8e3cdf1096063d390a26afb05cdfd91e2b4f3f23a4bd531ee932af36a4f700
banking77,4,0.8,62,0.8051948051948052,77,1912987cc252af3e66c588ab19ff1ab16684322253c6007c9a4965d1848e0bdb
banking77,4,0.9,69,0.8961038961038961,77,170845e3e4ea2926ba0ec6e33348285919ba315d06ca6168d5d7e2775552299e
banking77,42,0.1,8,0.1038961038961039,77,b108047c803970bb0434445386e45982898413fc120a48d32e3f3cf0c1513a2a
banking77,42,0.2,15,0.19480519480519481,77,8a76f0739bfe6be7acfd0ef5542e266d10795ecd1ac7be362da4e026a2085ce3
banking77,42,0.25,19,0.24675324675324675,77,cd175758f0cf72d0c8d6196161b6f44249916a14fad789f15afb173f58fc76c7
banking77,42,0.3,23,0.2987012987012987,77,5ed16edf9097dba9162af48e4d6b7b24854a1de00baece9c4532260ec643bc22
banking77,42,0.4,31,0.4025974025974026,77,1c7f62b35d513120483ea6a29d011ce68392e14aa665058c2c22f0905a77a3a2
banking77,42,0.5,38,0.4935064935064935,77,8324a128759db25b151109b368d19b3eebde83bfc5ec3ffb2f8b4682389fe32c
banking77,42,0.6,46,0.5974025974025974,77,e6d6ebaa8e5e14ae1708d4f0bee72bcfbcffdeca7f164095fb78f4ecbcf60f0f
banking77,42,0.7,54,0.7012987012987013,77,be0d14cd1d4324b98f4ac03544d6a49d7c7319b63905a56fa8e4b3f394ab5abc
banking77,42,0.75,58,0.7532467532467533,77,5d55621ec25ccedaa7c91d81de7ccd138898e3496b5a43dff13169b182e23a41
banking77,42,0.8,62,0.8051948051948052,77,543b7817a5449aa6a7971e4af8a2a0ffec4cea028b5a6bb489fa6ce1bb759b84
banking77,42,0.9,69,0.8961038961038961,77,bd2a9913f4aaee3f6dc07a87f0ed61f5b0f1aed9b0e26ddbe3d39a546c18f9b3
banking77,5,0.1,8,0.1038961038961039,77,211e8adde6ebcb94309f37a7d15f95e001d8044fc499a4556feee93b8ae53f95
banking77,5,0.2,15,0.19480519480519481,77,ddcf8f59a58e3f37f32c3fcccead1d7ecb88ed0c26d3917b72a70002decd799e
banking77,5,0.25,19,0.24675324675324675,77,5207e828e18550d314c6b3f9523a788d7fd508888d02f880d2b0e6ff9910a865
banking77,5,0.3,23,0.2987012987012987,77,be50e85a421ffae679203b5d2424c71df94cffbd46b4f1ffdcbfaf6095afc436
banking77,5,0.4,31,0.4025974025974026,77,37c1d8ce4fda7e56898d77f964cbb7c5a9d00327d1a7e9b38bd96aa1b08636b0
banking77,5,0.5,38,0.4935064935064935,77,94fb4a1d0b4c41f26fc4821a112eef6c896b44996f3665606fb63702184bd69f
banking77,5,0.6,46,0.5974025974025974,77,127bd61ab92714c6af38fcefb853c5951c26e30bdd5687fc417bddb25dadb919
banking77,5,0.7,54,0.7012987012987013,77,260a282983c826897a0fb3199d7fe3e3175352cbc174553cdd1b5dd4a31890c2
banking77,5,0.75,58,0.7532467532467533,77,3982c62124e8cee33dcf66a0d859df5e778817b48df5118bb751679aa8d1e78b
banking77,5,0.8,62,0.8051948051948052,77,ad719d5c338db67fa871df527a8b6f6d1ad6ec71fe6b0697d73d05b24d808662
banking77,5,0.9,69,0.8961038961038961,77,bd4119ca154cecf3bda609949c61e6acecb46d8cc48bf9a2227129cdb0892821
banking77,6,0.1,8,0.1038961038961039,77,200e6d8151dc479cfa1ee204070c8c66d596c62907f47ce0c0d92fa08b786494
banking77,6,0.2,15,0.19480519480519481,77,65770309e3a29137804be01cb894b89de3a64941f1ee72abe5ce3d074051f966
banking77,6,0.25,19,0.24675324675324675,77,cfe926cc7f4fc5fe79a7f9adb15e0392f351b55cff0addee98bbba57783d9edf
banking77,6,0.3,23,0.2987012987012987,77,5f2da5d3523970883bbeded2003df7bd6375891e39dc08638f4e3ffaf58c3890
banking77,6,0.4,31,0.4025974025974026,77,d98f804a4dcc170ff16162325cff6b09589138b5661df2360771d6caad8307a2
banking77,6,0.5,38,0.4935064935064935,77,52cee7c99bea5bd1408533cfe8cea247c3c7c8065d29b0c9739cf505f54fb5c2
banking77,6,0.6,46,0.5974025974025974,77,476c5fd02019d8a4ba12c6654f5caff3f397f3deba28a10d7e0c8ae57dcbd343
banking77,6,0.7,54,0.7012987012987013,77,2a831f31fab877fe2df72a7fbc60d87f76891c0ed7f4717a4e9094d0bcd49c86
banking77,6,0.75,58,0.7532467532467533,77,27281d3acfe3e5aec417d64c64cd5c83a75f133a439e5cce6406f921c1b9d8f4
banking77,6,0.8,62,0.8051948051948052,77,52df4472c839b35f52724f70decd3ddb28f04ee3178126c81feaf0eb3385908c
banking77,6,0.9,69,0.8961038961038961,77,1ca6a9a7ac3385a3b1f0f768a459f408d136341182e796e37ee4be3e85ca0d25
banking77,7,0.1,8,0.1038961038961039,77,5ee2b36e5e4a7103093d92343bbe717528932e5fd9df349b229e0f5678733f50
banking77,7,0.2,15,0.19480519480519481,77,72466ff278833400c1bf19d022e2b2448be923bfdb61ce074ee60129b0852b8f
banking77,7,0.25,19,0.24675324675324675,77,7dbf53203651ac8078433f1f88342f10c8777c0a3adb7fca4cc1a73004c2938b
banking77,7,0.3,23,0.2987012987012987,77,95c279b50ec8f2640afc1496661af1a5ebb62456b6f65f79049991801f213607
banking77,7,0.4,31,0.4025974025974026,77,fa0388a8e14f1c3bfe2dc0b9d9f48bbeda433000b8ea4016ef1ee0b755ec6ea9
banking77,7,0.5,38,0.4935064935064935,77,40e4f5a9b017d3dfdac1f34cff62796269c3c980e86c3779ce64b9c161c06555
banking77,7,0.6,46,0.5974025974025974,77,6e2fd859cdacfc8953c8af5f7a0aedd8c54ddb35d62d93becc0ad5d1af6dee7e
banking77,7,0.7,54,0.7012987012987013,77,db976b4d5e67a78ab79b65503bc57c51c5151e327c8bf25b22f42ba5536853a7
banking77,7,0.75,58,0.7532467532467533,77,3d8b9636aeebc98ac4471f801c3af5d46eb993f658458c40e00c867568dce3d8
banking77,7,0.8,62,0.8051948051948052,77,b5e77edb5162116fd64787ee2e9a463ce97eaec49edd53e10ee68b729a483b8e
banking77,7,0.9,69,0.8961038961038961,77,93a172f129af397aa7554e51300f848e14e8dbc353c50a29b1ce9914ce1a599c
banking77,8,0.1,8,0.1038961038961039,77,35cf072a0589cb5cf50c7911c9a12b1022da394c601a204486630b4b781d0d28
banking77,8,0.2,15,0.19480519480519481,77,5ef4aeb6b2cc870ebbd55b398ac1a232d2bc730c98a5d51d20111a581c098b3a
banking77,8,0.25,19,0.24675324675324675,77,990f9cc2a218ce42652447644858993f2fb3124c04e33f81c5a9415a3e34c8bd
banking77,8,0.3,23,0.2987012987012987,77,7c4387e17887bd242ede0df8e07a661e00560031d0003f2e462b437764962c80
banking77,8,0.4,31,0.4025974025974026,77,cf780a21062646bde8ed044b9cf63c60c8bc29baaecc2f882a7fedced15d3c82
banking77,8,0.5,38,0.4935064935064935,77,e83360adfb8d4dadebcce38b80588d8c382152910ddb6b03b3515ca44f0c447d
banking77,8,0.6,46,0.5974025974025974,77,7b78ffa2f97a9397d334b3d659a7ad490442a6e3e3ff47bb3a32715a31a16c35
banking77,8,0.7,54,0.7012987012987013,77,aafff918dbebba355f242134a8de4e308f0dd4bbcadf120f25a6068b9a48402c
banking77,8,0.75,58,0.7532467532467533,77,f1d03240ea73c90a61c177fd803cc656774117ad01f37cc01c914eeda4c7c602
banking77,8,0.8,62,0.8051948051948052,77,ae74b540ce2188cc238e63fbd2ec01431e2d4904f84626803a16e099450e3c99
banking77,8,0.9,69,0.8961038961038961,77,512dc4dc7452513366f0c04172c965206d59095dd7ea82c14042f61f312bf41e
banking77,87,0.1,8,0.1038961038961039,77,e735da8926e136ad04a21d2b48cef2610768390fd4216c1312614f657fbef7a2
banking77,87,0.2,15,0.19480519480519481,77,b8b79c4456ddbe7d94254b62d7a72e7978ec604aefea8433531c00e13120a549
banking77,87,0.25,19,0.24675324675324675,77,6c4b01e694d91e54d63333b0dd5df69d290ef1d0990b45f615e61a08ec393744
banking77,87,0.3,23,0.2987012987012987,77,5502e66a756ee5803960e25af18ef8e74d486b6a445de526d979297553936182
banking77,87,0.4,31,0.4025974025974026,77,30a483342b7cf28874fc41cfc5bc0bab674e2f1d2e9e1932665d3d72ee9e63bf
banking77,87,0.5,38,0.4935064935064935,77,99c842ee7e4d0f094e0df216e606adf8740e24d31833c6ba1528aad086977d14
banking77,87,0.6,46,0.5974025974025974,77,87d8c79a825157af9c38b787776e3c0314c97398e3d3da10fe150ae2aeccf45a
banking77,87,0.7,54,0.7012987012987013,77,319a97de2b82c7772f4cb9202f676f4e3c109503a13a2595e7f13770a05cf0c2
banking77,87,0.75,58,0.7532467532467533,77,d5c37cad8957557a28dedd2cc7abaf60dceb32e26ab7d61fa9f8c063152fc4dd
banking77,87,0.8,62,0.8051948051948052,77,e4c589578723eef946901fa8f3aea8cf47847dcd9ace07fb271f28a594926802
banking77,87,0.9,69,0.8961038961038961,77,dc0cd755195fe2c3f086fc7ddd85dc0cd58f2c75bc162bc877821f5cfbf8ad44
banking77,9,0.1,8,0.1038961038961039,77,8ea2e8470ab81addf513e4a841611e1810e08a8727901ad61ff20b36232bcd68
banking77,9,0.2,15,0.19480519480519481,77,32c0e6f44685f6d136d65609f09d131f6df9afb362c51273033a1e48b685de1d
banking77,9,0.25,19,0.24675324675324675,77,6f432eb025b963c881648a36394600e76ef065091f929f61463e2102d24e0b9d
banking77,9,0.3,23,0.2987012987012987,77,563d61a06cc8d85826a8fd173f6275db72bd4ed695a823d234fd87d2ac120807
banking77,9,0.4,31,0.4025974025974026,77,235db84cb82b77c250954a8287b2651c0ad070d448d1a8e314f7065eb23cfc09
banking77,9,0.5,38,0.4935064935064935,77,a5bf65cffa40a9b11663e41e4cabce9d82a3f3db41b91e0e524b4c82c1964078
banking77,9,0.6,46,0.5974025974025974,77,1c92663e3564fff4cbd6ce0540b4a5c11b7e5b6a83233376bff40bd28b60d080
banking77,9,0.7,54,0.7012987012987013,77,b99f908133f9514a70ab1210c9a4403ee66c216d2e97315f76ee9e5d30211f7c
banking77,9,0.75,58,0.7532467532467533,77,54426d7d6db8a50d22d279aa362014a13c49125f2f656f08a8feecb151be31b6
banking77,9,0.8,62,0.8051948051948052,77,689a0db839b4f4acc3f6a991571d3d6f185157d0ba387ea038489035da834723
banking77,9,0.9,69,0.8961038961038961,77,7fbe4b9793981ff8ce3c7fa148f1fb474b3c2aeafd49af42d981ad9b2d1418b9
clinc150,0,0.1,15,0.1,150,13c383679a341c5a5852ba8a03515eea9905e9f980f5944afafad0d8508d553d
clinc150,0,0.2,30,0.2,150,26f47028c9dfcc8fe353c608eed941404bd64183dc00eed1982320cf6b3479de
clinc150,0,0.25,38,0.25333333333333335,150,140dbd5dac2233b4549acb871c6d26f69e3f48f908d3ba0b1ca2e23a48a4d8b4
clinc150,0,0.3,45,0.3,150,4c4b6942e99a5afb521e66ba798a465e6cc479c57b080e78fb703de0f0be81f7
clinc150,0,0.4,60,0.4,150,07655be5123eac5c6d2d2134353cd0b869ebb38d6e4c864dffe292f59128fe70
clinc150,0,0.5,75,0.5,150,9d3c1ebdd2192ce0e3f012148ce5b5b3e0a5c0fe4ba1ba224514c6b5c45a760d
clinc150,0,0.6,90,0.6,150,697590300599ea76917e5d3f7b6a4aebd0ca25d6602712a578fe8f89ab718cad
clinc150,0,0.7,105,0.7,150,f8bf370f487484e932188894f2be217617693f8937558bf72c020b486979f601
clinc150,0,0.75,112,0.7466666666666667,150,e8f64c7bc4c1cde4900ddb5d01ed169f2eb4189a49ed923b4580721c6484c4c8
clinc150,0,0.8,120,0.8,150,07f5a78ac278741bd2e57627e33c3cd78fe99796fff5ea1a6bf1f7df672f19a1
clinc150,0,0.9,135,0.9,150,5a4446868f661c901eca77dfae4222be478b8aaffe79f51f9782f0a2936469e3
clinc150,1,0.1,15,0.1,150,0b7c303b89f1578613acc7b0e057b9286e04f28200c69d2d5b659c867f2d2ce8
clinc150,1,0.2,30,0.2,150,143470162a2c49a169e5d481fd3856862a095e5829929fcd9b2d179e8bda66d2
clinc150,1,0.25,38,0.25333333333333335,150,432d5eabfb7a580c6c80a308b8b65fd104aa00ca0c6b5c0a784a755d8c9c3322
clinc150,1,0.3,45,0.3,150,427bed4dbb5399580b0da5cead41b6a8fef4df50ed84e29b50149bb188602fae
clinc150,1,0.4,60,0.4,150,994d4ab9f042217802c0334bb4b6454b7b221ea7234b3595b95b818566a8f2ae
clinc150,1,0.5,75,0.5,150,c420fc6003dc25463a8b9b8142b020f67ed38047af5bbbb02ba89ff470f2afb3
clinc150,1,0.6,90,0.6,150,b9feaecc7e0a8f89384445603939595c629d88e37facfd1c89f259d20c0b734c
clinc150,1,0.7,105,0.7,150,874806b935bdda0e40fe3fd503e7a4692acc4825e675edcc9e3802c3a4d6cfd4
clinc150,1,0.75,112,0.7466666666666667,150,c0aa126ac2b39d6b9158861c5e5c0b2b8d080ddfc34b0c3459427eebee2261df
clinc150,1,0.8,120,0.8,150,c7f4dc5f1b222edfa199a5f196319fac777091c6ad97c442d78eec12efc7e4f7
clinc150,1,0.9,135,0.9,150,712a0eba65d9cf98d03ed75f4bdb0951d12e46d463c96acf840778fec06875af
clinc150,13,0.1,15,0.1,150,596f8d176b9f55531e343f8bf9544726ede2493db2cad6a9bcf4ca2acd91bb2e
clinc150,13,0.2,30,0.2,150,d9fd83b69851d3e55f6ace6bc59b1f30c453881abd7edc102f847f27123090fc
clinc150,13,0.25,38,0.25333333333333335,150,eb60b543981573b05fd99468d6f78fd9abd722e1f817591e934d11688f5f7595
clinc150,13,0.3,45,0.3,150,b2d3deb2448fcf4b6d2fa4aa7fa4b37cd92a475d47ea781061ba67b671932c63
clinc150,13,0.4,60,0.4,150,6ab3a8488fb6bea7cdfb8c97e38d393c9101c4ebe6c163cf5649e1b6d92e4776
clinc150,13,0.5,75,0.5,150,21588715cbce65091299491e6948fad70c3a6c4dc606f414954b0f1447cfd735
clinc150,13,0.6,90,0.6,150,d5ad0c00d535f86da9277da46b8b8d5ce64d79875d62da5c60259d42c487caaa
clinc150,13,0.7,105,0.7,150,38de8ecff7f49f88eb3b91029f3c77932a2a07a67013fd74fa4c67634144b7cc
clinc150,13,0.75,112,0.7466666666666667,150,47135f0a769f97be174deab71a3f8d5a70b5db4663abf7350ef60c3eb5794953
clinc150,13,0.8,120,0.8,150,2508858ea62139cba6a92558d45039c41e77e1880490275f06fd5b8284d76d65
clinc150,13,0.9,135,0.9,150,c69a76a025fd817537c0860c9887a8a98d0ca8e1bb5fd1405dae91e5a08a8767
clinc150,2,0.1,15,0.1,150,d5b40f239e634fe3fc3739e405e7ca92a2ed6d7b5d431e1c5a2127ad9fbdbcef
clinc150,2,0.2,30,0.2,150,b92b1f61744706340e4e4147bb275489b95461a9e3d221fb6cc82dc124674243
clinc150,2,0.25,38,0.25333333333333335,150,0750c712ae0467faffebf512e5daf74329042d322b2516ee9aa2f071d640bf11
clinc150,2,0.3,45,0.3,150,c7e3a6fd35752452241d0cc1b1875df7c6bcc3d32894d15e1b5afbb6977d26fd
clinc150,2,0.4,60,0.4,150,243bdf0a965c36cbe57d3840c9f5f8f4311fa88e224d1f52367e8e68ee9a1ffa
clinc150,2,0.5,75,0.5,150,0cab82cfa815c4f53ab14d5a9fc538d29dd0fe293cde4c487102cdacd72583e7
clinc150,2,0.6,90,0.6,150,80a7722bb2e77769f1748cdda12f5dc0919956514546f4b0e11f9a16d7dac3a9
clinc150,2,0.7,105,0.7,150,9e00d9a6ffea550ae8f058109fbf2a60d691d7911facad54e2ef994b3a615729
clinc150,2,0.75,112,0.7466666666666667,150,b4e6d9c135198874a9c88f74e6a3a7cb65ad26cc8270e7cd5d1497ff9ddf8893
clinc150,2,0.8,120,0.8,150,8e59e76ffd298a8efcf91153dce048f07bfeb2c6244d02d1b71241c76fd73818
clinc150,2,0.9,135,0.9,150,53367fd2773a18e59f57c3ed68d2b123d8794735a83b56d93a732f29f225863c
clinc150,3,0.1,15,0.1,150,ca943ebd265d22f7bfd5cf7fdfdc6f0e49a806b043c5a187f19538978a0ab3c8
clinc150,3,0.2,30,0.2,150,c66f97e897c65ba09c83f01d2d8396b3da5ba477ee92bc3ad5e014524bfea613
clinc150,3,0.25,38,0.25333333333333335,150,19047ce3ea574756b08c58f17c3abfaa430ce4e0007f39071f7f9b4ae8fa72e4
clinc150,3,0.3,45,0.3,150,5b3f19dc739453c56e1840d408b108465f4e0e90f73e3e22ee2404b05248eaf5
clinc150,3,0.4,60,0.4,150,e8eba677a6ffe272a8409e72a5a86508e78b9a660f5d2f45f2b2b7e118ec8b0a
clinc150,3,0.5,75,0.5,150,f1daae3eb3d7d1e2f360856c4733ae5255142141170d865047d10ad009f3973f
clinc150,3,0.6,90,0.6,150,0a0e7805f2162624fd49dfcb61cae9260c4547ea540369f9fc3b9c69be3fb147
clinc150,3,0.7,105,0.7,150,7d3a361fbe8e82819d4d895c3152dfa722ef2d54304c1d07ff555fb6337bb87c
clinc150,3,0.75,112,0.7466666666666667,150,e3b4332955e7257f25b1de6440d9cb572b7f030b8c8e35a06256d61d6414075e
clinc150,3,0.8,120,0.8,150,6537da99900465e73e592939022de32b9425a741f9953c8c04d5a10fbd5ec4e9
clinc150,3,0.9,135,0.9,150,807a36fcf28d7a3df3ee72b04154993a6b54335966bc38ee99cf5e7b3032ba8e
clinc150,4,0.1,15,0.1,150,dd1e559d5b8d3cf2e8731b91c7c1dfc20cd6d6b439a74234d2dd1a034f507319
clinc150,4,0.2,30,0.2,150,230e748f52294780bf08261c9fa2ba2d9b76c93acce59cb479ae4d3a381836f9
clinc150,4,0.25,38,0.25333333333333335,150,7936eb8af4142e7d018100381fcbb2eeb9c59c2f32e87550dd5463e004a4c9f3
clinc150,4,0.3,45,0.3,150,21d65e5691b99cd9be49dbfe23d1fc18b64f616f8b61549dd6726237c739963e
clinc150,4,0.4,60,0.4,150,e843f240c9d165f0e503c77d0425a85f64dc8ea765b39abea706be2d6fa2e7ce
clinc150,4,0.5,75,0.5,150,6f663ea04015f3e3675b0251f53550f0c705b89a71354966c05bf8672010781c
clinc150,4,0.6,90,0.6,150,725d60b13b883840a0fa96a5a19fef6d9b930763cafefce5abe85268eea6267e
clinc150,4,0.7,105,0.7,150,0be31c231669acec34b01f39cc06a9692e0a147e55bc953cc6765c1f643df976
clinc150,4,0.75,112,0.7466666666666667,150,f21c2d9ad9a75f5570987e5638cb26aea4b42fd2333e375d4ab5a675a81287b6
clinc150,4,0.8,120,0.8,150,3c0a8a17da046252a63f7c236027b5d6d411255abf77a6f9efd5aec0ef62a652
clinc150,4,0.9,135,0.9,150,16c5a40212eab0c5a958a1495cc8b27754e878735a195144f8dad1547bb03dd5
clinc150,42,0.1,15,0.1,150,5223e7681fbe025fd8327a634bee034fb38cf91816a9fabc414bf8e5b2c87b58
clinc150,42,0.2,30,0.2,150,561f5e8566758953fe3dfd31a6e8f0c253193e3ea5cde00bf4764e810782ea50
clinc150,42,0.25,38,0.25333333333333335,150,a70f6877498c6a3d4eb3787d8b76738c52d7c21665ef899aa5f3518402e0978b
clinc150,42,0.3,45,0.3,150,e88f469d58e298f02776eadb82f4fa5a45911318f4c5f707b9faaf41864b7055
clinc150,42,0.4,60,0.4,150,930a123730b06ac847e183cda3532d756899e403530ffdd8a6f50093e73e68ed
clinc150,42,0.5,75,0.5,150,be7567b4a4ccdc5bf52361994049b90c7c82a297874bdb48cf5ebee15ec7d4b6
