dataset,kir,seed,representation,threshold,oos_f1,oos_precision,oos_recall,known_recall,false_accept_rate,false_reject_rate
clinc150,0.75,13,frozen,0.9,0.7162776124079586,0.5654217165471185,0.9769230769230769,0.4770833333333333,0.5229166666666667,0.023076923076923078
clinc150,0.75,13,frozen,0.95,0.7621317895453772,0.6334559864138126,0.9564102564102565,0.6145833333333333,0.3854166666666667,0.04358974358974359
clinc150,0.75,13,frozen,1.0,0.8084147257700977,0.7211796246648794,0.9196581196581196,0.7523809523809524,0.24761904761904763,0.08034188034188035
clinc150,0.75,13,frozen,1.05,0.8304698820120058,0.8052990766760337,0.8572649572649572,0.8556547619047619,0.14434523809523808,0.14273504273504273
clinc150,0.75,13,frozen,1.1,0.80147908481627,0.8726723704076498,0.7410256410256411,0.924702380952381,0.07529761904761904,0.258974358974359
clinc150,0.75,13,frozen,1.2,0.3702943189596167,0.929553264604811,0.2311965811965812,0.9877976190476191,0.012202380952380952,0.7688034188034188
clinc150,0.75,13,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
clinc150,0.75,42,trainable,0.75,0.6396938217605249,0.4702572347266881,1.0,0.2154761904761905,0.7845238095238095,0.0
clinc150,0.75,42,trainable,0.85,0.7152073732718894,0.5582733812949641,0.9948717948717949,0.45178571428571423,0.5482142857142858,0.005128205128205128
clinc150,0.75,42,trainable,0.9,0.7550920645266418,0.6102185936265473,0.9901709401709402,0.5595238095238095,0.44047619047619047,0.009829059829059829
clinc150,0.75,42,trainable,0.95,0.793222683264177,0.6660859465737514,0.9803418803418803,0.6577380952380952,0.34226190476190477,0.019658119658119658
clinc150,0.75,42,trainable,1.0,0.8231417063346759,0.7200512491992312,0.9606837606837607,0.7398809523809524,0.26011904761904764,0.039316239316239315
clinc150,0.75,42,trainable,1.05,0.8473267708936498,0.772615276311158,0.938034188034188,0.8077380952380953,0.19226190476190477,0.06196581196581197
clinc150,0.75,42,trainable,1.1,0.863876472978464,0.8233927188226181,0.9085470085470085,0.8642857142857143,0.1357142857142857,0.09145299145299145
clinc150,0.75,42,trainable,1.2,0.8387536957016147,0.8964511424404472,0.788034188034188,0.9366071428571429,0.06339285714285714,0.21196581196581196
clinc150,0.75,42,trainable,1.3,0.7365661861074705,0.9525423728813559,0.6004273504273504,0.9791666666666666,0.020833333333333332,0.3995726495726496
clinc150,0.75,42,frozen,0.75,0.6208543380206952,0.4501731435167372,1.0,0.14940476190476193,0.8505952380952381,0.0
clinc150,0.75,42,frozen,0.85,0.676231884057971,0.5116228070175438,0.997008547008547,0.337202380952381,0.662797619047619,0.0029914529914529917
clinc150,0.75,42,frozen,0.9,0.7198127925117005,0.5668304668304668,0.985897435897436,0.475297619047619,0.524702380952381,0.014102564102564103
clinc150,0.75,42,frozen,0.95,0.7650459027541653,0.6352343308865048,0.9615384615384616,0.6154761904761905,0.38452380952380955,0.038461538461538464
clinc150,0.75,42,frozen,1.0,0.8068605518269947,0.7156084656084656,0.9247863247863248,0.7440476190476191,0.25595238095238093,0.07521367521367521
clinc150,0.75,42,frozen,1.05,0.820840197693575,0.7921303656597775,0.8517094017094017,0.8443452380952381,0.1556547619047619,0.1482905982905983
clinc150,0.75,42,frozen,1.1,0.7842691520800182,0.8377853326857698,0.7371794871794872,0.9005952380952381,0.0994047619047619,0.26282051282051283
clinc150,0.75,42,frozen,1.2,0.1382306477093207,0.9114583333333334,0.07478632478632478,0.9949404761904762,0.00505952380952381,0.9252136752136753
clinc150,0.75,42,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
clinc150,0.75,87,trainable,0.75,0.6327775518503457,0.46337105419892793,0.9974358974358974,0.19553571428571426,0.8044642857142857,0.002564102564102564
clinc150,0.75,87,trainable,0.85,0.703300030275507,0.5445382090951711,0.9927350427350428,0.4217261904761904,0.5782738095238096,0.007264957264957265
clinc150,0.75,87,trainable,0.9,0.7476121094382386,0.601772217878551,0.9867521367521368,0.5452380952380953,0.45476190476190476,0.013247863247863248
clinc150,0.75,87,trainable,0.95,0.7894282259457592,0.6625108727167295,0.9764957264957265,0.6535714285714286,0.3464285714285714,0.023504273504273504
clinc150,0.75,87,trainable,1.0,0.8302650957290133,0.7293014230271668,0.9636752136752137,0.7508928571428571,0.24910714285714286,0.03632478632478633
clinc150,0.75,87,trainable,1.05,0.8612141323443294,0.7926697808120733,0.9427350427350427,0.8282738095238096,0.17172619047619048,0.05726495726495726
clinc150,0.75,87,trainable,1.1,0.8736297828335057,0.8464929859719439,0.9025641025641026,0.8860119047619047,0.11398809523809524,0.09743589743589744
clinc150,0.75,87,trainable,1.2,0.78702807357212,0.9073660714285714,0.6948717948717948,0.950595238095238,0.0494047619047619,0.30512820512820515
clinc150,0.75,87,trainable,1.3,0.5558894230769231,0.9362348178137652,0.3952991452991453,0.98125,0.01875,0.6047008547008547
clinc150,0.75,87,frozen,0.75,0.6218666666666667,0.45193798449612405,0.9965811965811966,0.15833333333333333,0.8416666666666667,0.003418803418803419
clinc150,0.75,87,frozen,0.85,0.6795230384219049,0.5183022681338424,0.9863247863247864,0.3616071428571429,0.6383928571428571,0.013675213675213675
clinc150,0.75,87,frozen,0.9,0.7216854110565499,0.5733702491819783,0.9735042735042735,0.4955357142857143,0.5044642857142857,0.026495726495726495
clinc150,0.75,87,frozen,0.95,0.7703906785469501,0.6430205949656751,0.9606837606837607,0.6285714285714286,0.37142857142857144,0.039316239316239315
clinc150,0.75,87,frozen,1.0,0.8188828286627798,0.7312730937185086,0.9303418803418804,0.7619047619047619,0.23809523809523808,0.06965811965811966
clinc150,0.75,87,frozen,1.05,0.8270147089289414,0.8025733815842381,0.852991452991453,0.8538690476190476,0.1461309523809524,0.147008547008547
clinc150,0.75,87,frozen,1.1,0.7663811067376708,0.8362809499747347,0.7072649572649573,0.9035714285714286,0.09642857142857143,0.29273504273504275
clinc150,0.75,87,frozen,1.2,0.1391304347826087,0.9263157894736842,0.07521367521367521,0.9958333333333333,0.004166666666666667,0.9247863247863248
clinc150,0.75,87,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
clinc150,0.75,100,trainable,0.75,0.6480244852531998,0.4804042904290429,0.9952991452991453,0.25029761904761905,0.749702380952381,0.004700854700854701
clinc150,0.75,100,trainable,0.85,0.7234972677595628,0.5699876998769988,0.9901709401709402,0.4797619047619047,0.5202380952380953,0.009829059829059829
clinc150,0.75,100,trainable,0.9,0.7649693149776082,0.6251016535646516,0.9854700854700855,0.5883928571428572,0.41160714285714284,0.01452991452991453
clinc150,0.75,100,trainable,0.95,0.8028144239226032,0.6822122571001494,0.9752136752136752,0.6836309523809524,0.3163690476190476,0.024786324786324785
clinc150,0.75,100,trainable,1.0,0.8333023601561048,0.7372574810917462,0.9581196581196582,0.762202380952381,0.23779761904761904,0.04188034188034188
clinc150,0.75,100,trainable,1.05,0.8630298273155416,0.7978955007256894,0.9397435897435897,0.8342261904761905,0.16577380952380952,0.06025641025641026
clinc150,0.75,100,trainable,1.1,0.8711530570373409,0.8378058405682715,0.9072649572649573,0.8776785714285714,0.12232142857142857,0.09273504273504274
clinc150,0.75,100,trainable,1.2,0.85290815180777,0.8987221959299574,0.8115384615384615,0.9363095238095238,0.06369047619047619,0.18846153846153846
clinc150,0.75,100,trainable,1.3,0.7566872427983539,0.9502583979328165,0.6286324786324786,0.9770833333333333,0.022916666666666665,0.3713675213675214
clinc150,0.75,100,frozen,0.75,0.623341819643575,0.45403084130392346,0.994017094017094,0.16755952380952377,0.8324404761904762,0.005982905982905983
clinc150,0.75,100,frozen,0.85,0.68100147275405,0.5195505617977528,0.9880341880341881,0.36369047619047623,0.6363095238095238,0.011965811965811967
clinc150,0.75,100,frozen,0.9,0.7281953694893751,0.5789208270297529,0.9811965811965812,0.5029761904761905,0.49702380952380953,0.018803418803418803
clinc150,0.75,100,frozen,0.95,0.7788927335640139,0.6543604651162791,0.961965811965812,0.6461309523809524,0.35386904761904764,0.03803418803418803
clinc150,0.75,100,frozen,1.0,0.823685708863162,0.7408671901672926,0.9273504273504274,0.7741071428571429,0.22589285714285715,0.07264957264957266
clinc150,0.75,100,frozen,1.05,0.8442776735459663,0.8241758241758241,0.8653846153846154,0.8714285714285714,0.12857142857142856,0.1346153846153846
clinc150,0.75,100,frozen,1.1,0.803083391730904,0.8856259659969088,0.7346153846153847,0.9339285714285714,0.06607142857142857,0.2653846153846154
clinc150,0.75,100,frozen,1.2,0.38231292517006804,0.9366666666666666,0.24017094017094018,0.9886904761904762,0.01130952380952381,0.7598290598290598
clinc150,0.75,100,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
clinc150,0.75,123,trainable,0.75,0.6342058863420588,0.46453407510431155,0.9991452991452991,0.19791666666666663,0.8020833333333334,0.0008547008547008547
clinc150,0.75,123,trainable,0.85,0.7053841500302479,0.545880149812734,0.9965811965811966,0.42261904761904767,0.5773809523809523,0.003418803418803419
clinc150,0.75,123,trainable,0.9,0.7520647773279352,0.6054758800521512,0.9923076923076923,0.5497023809523809,0.45029761904761906,0.007692307692307693
clinc150,0.75,123,trainable,0.95,0.7933057280883368,0.6652199074074074,0.9824786324786324,0.6556547619047619,0.3443452380952381,0.01752136752136752
clinc150,0.75,123,trainable,1.0,0.8327481057105895,0.7336372517095409,0.9628205128205128,0.756547619047619,0.24345238095238095,0.03717948717948718
clinc150,0.75,123,trainable,1.05,0.8583283935981032,0.7982359426681367,0.9282051282051282,0.8366071428571429,0.16339285714285715,0.07179487179487179
clinc150,0.75,123,trainable,1.1,0.862547288776797,0.8486352357320099,0.8769230769230769,0.8910714285714285,0.10892857142857143,0.12307692307692308
clinc150,0.75,123,trainable,1.2,0.8137208194378275,0.9192680301399354,0.7299145299145299,0.9553571428571429,0.044642857142857144,0.27008547008547007
clinc150,0.75,123,trainable,1.3,0.6136429608127721,0.9565610859728507,0.4517094017094017,0.9857142857142858,0.014285714285714285,0.5482905982905983
clinc150,0.75,123,frozen,0.75,0.6230031948881789,0.45243619489559167,1.0,0.15714285714285714,0.8428571428571429,0.0
clinc150,0.75,123,frozen,0.85,0.6743339641869268,0.5113711636122764,0.9897435897435898,0.3413690476190476,0.6586309523809524,0.010256410256410256
clinc150,0.75,123,frozen,0.9,0.714465014119862,0.5644521566683193,0.9730769230769231,0.4770833333333333,0.5229166666666667,0.026923076923076925
clinc150,0.75,123,frozen,0.95,0.7614178595773687,0.6332199546485261,0.9547008547008548,0.6148809523809524,0.38511904761904764,0.0452991452991453
clinc150,0.75,123,frozen,1.0,0.8158586997369409,0.7280348759221998,0.9277777777777778,0.7586309523809524,0.24136904761904762,0.07222222222222222
clinc150,0.75,123,frozen,1.05,0.8282411230388109,0.8011182108626198,0.8572649572649572,0.8517857142857143,0.14821428571428572,0.14273504273504273
clinc150,0.75,123,frozen,1.1,0.7876288659793815,0.8488888888888889,0.7346153846153847,0.9089285714285714,0.09107142857142857,0.2653846153846154
clinc150,0.75,123,frozen,1.2,0.12841854934601665,0.8852459016393442,0.06923076923076923,0.99375,0.00625,0.9307692307692308
clinc150,0.75,123,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
banking77,0.25,13,trainable,0.75,0.8913043478260869,0.8107344632768362,0.9896551724137931,0.2947368421052632,0.7052631578947368,0.010344827586206896
banking77,0.25,13,trainable,0.85,0.9193025141930251,0.8679173047473201,0.9771551724137931,0.5460526315789473,0.45394736842105265,0.022844827586206897
banking77,0.25,13,trainable,0.9,0.9245087900723888,0.8886679920477137,0.9633620689655172,0.631578947368421,0.3684210526315789,0.036637931034482756
banking77,0.25,13,trainable,0.95,0.9267773520647083,0.915475189234651,0.9383620689655172,0.7355263157894737,0.2644736842105263,0.06163793103448276
banking77,0.25,13,trainable,1.0,0.9154867256637168,0.9404545454545454,0.8918103448275863,0.8276315789473684,0.1723684210526316,0.10818965517241379
banking77,0.25,13,trainable,1.05,0.8814660171653909,0.9542943244600703,0.8189655172413793,0.8802631578947369,0.11973684210526316,0.1810344827586207
banking77,0.25,13,trainable,1.1,0.825882934057792,0.967032967032967,0.7206896551724138,0.925,0.075,0.2793103448275862
banking77,0.25,13,trainable,1.2,0.6442251886244922,0.9857904085257548,0.47844827586206895,0.9789473684210527,0.021052631578947368,0.521551724137931
banking77,0.25,13,trainable,1.3,0.40683760683760684,0.9834710743801653,0.25646551724137934,0.9868421052631579,0.013157894736842105,0.7435344827586207
banking77,0.25,13,frozen,0.75,0.8913974309069678,0.8126330731014905,0.9870689655172413,0.3052631578947368,0.6947368421052632,0.01293103448275862
banking77,0.25,13,frozen,0.85,0.9140991634360335,0.8678806664083688,0.9655172413793104,0.5513157894736842,0.4486842105263158,0.034482758620689655
banking77,0.25,13,frozen,0.9,0.9172932330827068,0.8897893030794165,0.946551724137931,0.6421052631578947,0.35789473684210527,0.05344827586206897
banking77,0.25,13,frozen,0.95,0.9106678230702514,0.9162303664921466,0.9051724137931034,0.7473684210526316,0.25263157894736843,0.09482758620689655
banking77,0.25,13,frozen,1.0,0.8895941963273634,0.9383070301291249,0.8456896551724138,0.8302631578947368,0.16973684210526316,0.1543103448275862
banking77,0.25,13,frozen,1.05,0.8380860318994684,0.9537953795379538,0.7474137931034482,0.8894736842105263,0.11052631578947368,0.2525862068965517
banking77,0.25,13,frozen,1.1,0.7606076479832373,0.9692923898531375,0.6258620689655172,0.9394736842105263,0.060526315789473685,0.3741379310344828
banking77,0.25,13,frozen,1.2,0.5552460538532962,0.9846322722283205,0.38663793103448274,0.9815789473684211,0.018421052631578946,0.6133620689655173
banking77,0.25,13,frozen,1.3,0.3262666187567373,0.980561555075594,0.1956896551724138,0.9881578947368421,0.011842105263157895,0.8043103448275862
banking77,0.25,42,trainable,0.75,0.9033143753677191,0.8287153652392947,0.9926724137931034,0.37368421052631584,0.6263157894736842,0.007327586206896552
banking77,0.25,42,trainable,0.85,0.9279408745637446,0.8859270874166993,0.9741379310344828,0.6171052631578947,0.3828947368421053,0.02586206896551724
banking77,0.25,42,trainable,0.9,0.9330263708664713,0.9068348250610252,0.9607758620689655,0.6986842105263158,0.3013157894736842,0.039224137931034485
banking77,0.25,42,trainable,0.95,0.9306000427076659,0.9221328819297503,0.9392241379310344,0.7578947368421053,0.24210526315789474,0.060775862068965514
banking77,0.25,42,trainable,1.0,0.9191208791208791,0.9376681614349776,0.9012931034482758,0.8171052631578948,0.18289473684210528,0.09870689655172414
banking77,0.25,42,trainable,1.05,0.8987284287011807,0.949616122840691,0.8530172413793103,0.8618421052631579,0.13815789473684212,0.14698275862068966
banking77,0.25,42,trainable,1.1,0.8614143331751305,0.9582893347412883,0.7823275862068966,0.8960526315789473,0.10394736842105264,0.21767241379310345
banking77,0.25,42,trainable,1.2,0.740780331373597,0.9746835443037974,0.5974137931034482,0.9526315789473684,0.04736842105263158,0.4025862068965517
banking77,0.25,42,trainable,1.3,0.5896894784443775,0.9809428284854563,0.421551724137931,0.975,0.025,0.5784482758620689
banking77,0.25,42,frozen,0.75,0.8993735317149569,0.8238880918220947,0.9900862068965517,0.3539473684210527,0.6460526315789473,0.009913793103448277
banking77,0.25,42,frozen,0.85,0.9220672682526662,0.8794992175273866,0.9689655172413794,0.5947368421052632,0.4052631578947368,0.03103448275862069
banking77,0.25,42,frozen,0.9,0.9228505360521336,0.9006975789905621,0.9461206896551724,0.6815789473684211,0.31842105263157894,0.05387931034482758
banking77,0.25,42,frozen,0.95,0.9090514434556111,0.9156099693922168,0.9025862068965518,0.7460526315789473,0.25394736842105264,0.09741379310344828
banking77,0.25,42,frozen,1.0,0.8845276129621177,0.9398642095053347,0.8353448275862069,0.8368421052631578,0.1631578947368421,0.1646551724137931
banking77,0.25,42,frozen,1.05,0.8324848484848485,0.9512465373961219,0.7400862068965517,0.8842105263157894,0.11578947368421053,0.25991379310344825
banking77,0.25,42,frozen,1.1,0.7519033867156734,0.9617192746809939,0.6172413793103448,0.925,0.075,0.38275862068965516
banking77,0.25,42,frozen,1.2,0.5377888819487819,0.9761904761904762,0.3711206896551724,0.9723684210526315,0.02763157894736842,0.6288793103448276
banking77,0.25,42,frozen,1.3,0.30021913805697586,0.9832535885167464,0.1771551724137931,0.9907894736842106,0.009210526315789473,0.8228448275862069
banking77,0.25,87,trainable,0.75,0.9028459273797841,0.8288288288288288,0.9913793103448276,0.375,0.625,0.008620689655172414
banking77,0.25,87,trainable,0.85,0.923890923890924,0.8750963762528913,0.978448275862069,0.5736842105263158,0.4263157894736842,0.021551724137931036
banking77,0.25,87,trainable,0.9,0.9331945889698232,0.9022132796780684,0.9663793103448276,0.6802631578947369,0.31973684210526315,0.03362068965517241
banking77,0.25,87,trainable,0.95,0.9360526874867219,0.9229157938835358,0.9495689655172413,0.7578947368421053,0.24210526315789474,0.05043103448275862
banking77,0.25,87,trainable,1.0,0.9304952215464813,0.9378283712784589,0.9232758620689655,0.8131578947368421,0.1868421052631579,0.07672413793103448
banking77,0.25,87,trainable,1.05,0.9202753719742394,0.9491525423728814,0.8931034482758621,0.8539473684210526,0.14605263157894738,0.10689655172413794
banking77,0.25,87,trainable,1.1,0.8918047882136279,0.9570158102766798,0.8349137931034483,0.8855263157894737,0.11447368421052631,0.16508620689655173
banking77,0.25,87,trainable,1.2,0.7777490297542043,0.9728155339805825,0.6478448275862069,0.9447368421052632,0.05526315789473684,0.3521551724137931
banking77,0.25,87,trainable,1.3,0.6125111176993774,0.9810066476733144,0.44525862068965516,0.9736842105263158,0.02631578947368421,0.5547413793103448
banking77,0.25,87,frozen,0.75,0.8972909764178524,0.8189256492351477,0.9922413793103448,0.3302631578947368,0.6697368421052632,0.007758620689655172
banking77,0.25,87,frozen,0.85,0.9213849287169044,0.8733590733590734,0.975,0.5684210526315789,0.43157894736842106,0.025
banking77,0.25,87,frozen,0.9,0.9283930058284763,0.8977455716586151,0.9612068965517241,0.6657894736842105,0.33421052631578946,0.03879310344827586
banking77,0.25,87,frozen,0.95,0.9240966431473165,0.9168434450572762,0.9314655172413793,0.7421052631578947,0.2578947368421053,0.06853448275862069
banking77,0.25,87,frozen,1.0,0.9068681929317626,0.9362092703074805,0.8793103448275862,0.8171052631578948,0.18289473684210528,0.1206896551724138
banking77,0.25,87,frozen,1.05,0.8609865470852018,0.9514866979655712,0.7862068965517242,0.8776315789473684,0.12236842105263158,0.21379310344827587
banking77,0.25,87,frozen,1.1,0.7821858203224981,0.962822936357908,0.6586206896551724,0.9223684210526316,0.07763157894736843,0.3413793103448276
banking77,0.25,87,frozen,1.2,0.574649603900061,0.9802494802494802,0.4064655172413793,0.975,0.025,0.5935344827586206
banking77,0.25,87,frozen,1.3,0.31349782293178524,0.9908256880733946,0.18620689655172415,0.9947368421052631,0.005263157894736842,0.8137931034482758
banking77,0.25,100,trainable,0.75,0.8990037116624342,0.8220793140407289,0.9918103448275862,0.3447368421052631,0.6552631578947369,0.008189655172413794
banking77,0.25,100,trainable,0.85,0.9200162403572878,0.8695318495778972,0.9767241379310345,0.5526315789473684,0.4473684210526316,0.02327586206896552
banking77,0.25,100,trainable,0.9,0.9286898839137645,0.8945686900958466,0.9655172413793104,0.6526315789473685,0.3473684210526316,0.034482758620689655
banking77,0.25,100,trainable,0.95,0.9281156954487452,0.9160369437447523,0.9405172413793104,0.736842105263158,0.2631578947368421,0.059482758620689656
banking77,0.25,100,trainable,1.0,0.9308176100628932,0.9367088607594937,0.925,0.8092105263157895,0.19078947368421054,0.075
banking77,0.25,100,trainable,1.05,0.9187986651835373,0.9494252873563218,0.8900862068965517,0.8552631578947368,0.14473684210526316,0.10991379310344827
banking77,0.25,100,trainable,1.1,0.8941555453290382,0.9590325765054294,0.8375,0.8907894736842106,0.10921052631578948,0.1625
banking77,0.25,100,trainable,1.2,0.787801127626858,0.9715549936788875,0.6625,0.9407894736842105,0.05921052631578947,0.3375
banking77,0.25,100,trainable,1.3,0.6391392846757779,0.9821268990169795,0.47370689655172415,0.9736842105263158,0.02631578947368421,0.5262931034482758
banking77,0.25,100,frozen,0.75,0.8959100600891646,0.8140190207819655,0.9961206896551724,0.3052631578947368,0.6947368421052632,0.003879310344827586
banking77,0.25,100,frozen,0.85,0.9149928991681882,0.8643158298198543,0.9719827586206896,0.5342105263157895,0.46578947368421053,0.028017241379310345
banking77,0.25,100,frozen,0.9,0.9188851913477537,0.8878617363344051,0.9521551724137931,0.6328947368421053,0.3671052631578947,0.047844827586206895
banking77,0.25,100,frozen,0.95,0.923770667811896,0.920410783055199,0.9271551724137931,0.7552631578947369,0.24473684210526317,0.0728448275862069
banking77,0.25,100,frozen,1.0,0.9114710450410473,0.9391860996799268,0.8853448275862069,0.825,0.175,0.1146551724137931
banking77,0.25,100,frozen,1.05,0.8669326449190331,0.9515713549716641,0.7961206896551725,0.8763157894736842,0.12368421052631579,0.2038793103448276
banking77,0.25,100,frozen,1.1,0.8025125628140704,0.9620481927710843,0.6883620689655172,0.9171052631578948,0.08289473684210526,0.3116379310344828
banking77,0.25,100,frozen,1.2,0.6218438050499119,0.9751381215469613,0.4564655172413793,0.9644736842105264,0.035526315789473684,0.5435344827586207
banking77,0.25,100,frozen,1.3,0.41711956521739135,0.9839743589743589,0.2646551724137931,0.9868421052631579,0.013157894736842105,0.7353448275862069
banking77,0.25,123,trainable,0.75,0.8935502842579887,0.8194893923049262,0.9823275862068965,0.33947368421052626,0.6605263157894737,0.01767241379310345
banking77,0.25,123,trainable,0.85,0.9074529074529075,0.8642745709828393,0.9551724137931035,0.5421052631578948,0.45789473684210524,0.04482758620689655
banking77,0.25,123,trainable,0.9,0.9160530191458026,0.8947801068639539,0.9383620689655172,0.6631578947368422,0.3368421052631579,0.06163793103448276
banking77,0.25,123,trainable,0.95,0.9124945581192861,0.9217238346525946,0.903448275862069,0.7657894736842106,0.23421052631578948,0.09655172413793103
banking77,0.25,123,trainable,1.0,0.8867710460630814,0.9362721609966459,0.8422413793103448,0.825,0.175,0.15775862068965518
banking77,0.25,123,trainable,1.05,0.839066634592254,0.9493739793140991,0.7517241379310344,0.8776315789473684,0.12236842105263158,0.2482758620689655
banking77,0.25,123,trainable,1.1,0.7622268470343393,0.9612860892388452,0.6314655172413793,0.9223684210526316,0.07763157894736843,0.36853448275862066
banking77,0.25,123,trainable,1.2,0.5390600684718332,0.9697648376259799,0.3732758620689655,0.9644736842105264,0.035526315789473684,0.6267241379310344
banking77,0.25,123,trainable,1.3,0.2882352941176471,0.98,0.16896551724137931,0.9894736842105263,0.010526315789473684,0.8310344827586207
banking77,0.25,123,frozen,0.75,0.8957680250783698,0.8211206896551724,0.9853448275862069,0.3447368421052631,0.6552631578947369,0.014655172413793103
banking77,0.25,123,frozen,0.85,0.9071105630908343,0.8668499607227023,0.9512931034482759,0.5539473684210526,0.44605263157894737,0.04870689655172414
banking77,0.25,123,frozen,0.9,0.9084745762711864,0.8933333333333333,0.9241379310344827,0.6631578947368422,0.3368421052631579,0.07586206896551724
banking77,0.25,123,frozen,0.95,0.899231613611416,0.916331096196868,0.8827586206896552,0.7539473684210527,0.24605263157894736,0.11724137931034483
banking77,0.25,123,frozen,1.0,0.866635687732342,0.9400201612903226,0.8038793103448276,0.843421052631579,0.15657894736842104,0.1961206896551724
banking77,0.25,123,frozen,1.05,0.8083209509658246,0.9499417927823051,0.7034482758620689,0.8868421052631579,0.11315789473684211,0.296551724137931
banking77,0.25,123,frozen,1.1,0.7153679653679654,0.9607558139534884,0.5698275862068966,0.9289473684210526,0.07105263157894737,0.43017241379310345
banking77,0.25,123,frozen,1.2,0.4722403657740039,0.9743935309973046,0.3116379310344828,0.975,0.025,0.6883620689655172
banking77,0.25,123,frozen,1.3,0.23319407519939236,0.9808306709265175,0.13232758620689655,0.9921052631578947,0.007894736842105263,0.8676724137931034
banking77,0.5,13,trainable,0.75,0.7472154963680386,0.6003891050583657,0.9891025641025641,0.3243421052631579,0.6756578947368421,0.010897435897435897
banking77,0.5,13,trainable,0.85,0.8076616121308858,0.6903137789904502,0.9730769230769231,0.5519736842105263,0.44802631578947366,0.026923076923076925
banking77,0.5,13,trainable,0.9,0.8331936295054484,0.7384843982169391,0.9557692307692308,0.6526315789473685,0.3473684210526316,0.04423076923076923
banking77,0.5,13,trainable,0.95,0.8452030606238964,0.7812840043525572,0.9205128205128205,0.7355263157894737,0.2644736842105263,0.07948717948717948
banking77,0.5,13,trainable,1.0,0.8462021343377276,0.8290282902829028,0.8641025641025641,0.8171052631578948,0.18289473684210528,0.1358974358974359
banking77,0.5,13,trainable,1.05,0.8274932614555256,0.8721590909090909,0.7871794871794872,0.881578947368421,0.11842105263157894,0.2128205128205128
banking77,0.5,13,trainable,1.1,0.7803468208092484,0.8940397350993378,0.6923076923076923,0.9157894736842105,0.08421052631578947,0.3076923076923077
banking77,0.5,13,trainable,1.2,0.599393676916414,0.9238985313751669,0.44358974358974357,0.9625,0.0375,0.5564102564102564
banking77,0.5,13,trainable,1.3,0.4002021222839818,0.9451073985680191,0.25384615384615383,0.9848684210526316,0.015131578947368421,0.7461538461538462
banking77,0.5,13,frozen,0.75,0.741989881956155,0.5943651099961405,0.9871794871794872,0.3085526315789474,0.6914473684210526,0.01282051282051282
banking77,0.5,13,frozen,0.85,0.7917448405253282,0.6803316444035007,0.9467948717948718,0.543421052631579,0.45657894736842103,0.0532051282051282
banking77,0.5,13,frozen,0.9,0.804787688800228,0.7244740892765521,0.9051282051282051,0.6467105263157895,0.35328947368421054,0.09487179487179487
banking77,0.5,13,frozen,0.95,0.7970158532794528,0.7736873868436934,0.8217948717948718,0.7532894736842105,0.24671052631578946,0.1782051282051282
banking77,0.5,13,frozen,1.0,0.773972602739726,0.8308823529411765,0.7243589743589743,0.8486842105263158,0.1513157894736842,0.27564102564102566
banking77,0.5,13,frozen,1.05,0.6908396946564885,0.8537735849056604,0.5801282051282052,0.8980263157894737,0.10197368421052631,0.4198717948717949
banking77,0.5,13,frozen,1.1,0.5859709153122327,0.8804627249357326,0.4391025641025641,0.9388157894736842,0.06118421052631579,0.5608974358974359
banking77,0.5,13,frozen,1.2,0.34479166666666666,0.9194444444444444,0.21217948717948718,0.9809210526315789,0.019078947368421053,0.7878205128205128
banking77,0.5,13,frozen,1.3,0.13752222880853585,0.9133858267716536,0.07435897435897436,0.9927631578947368,0.007236842105263158,0.9256410256410257
banking77,0.5,42,trainable,0.75,0.7417953667953668,0.5948142414860681,0.9852564102564103,0.31118421052631584,0.6888157894736842,0.014743589743589743
banking77,0.5,42,trainable,0.85,0.8054371002132196,0.6893248175182481,0.9685897435897436,0.5519736842105263,0.44802631578947366,0.03141025641025641
banking77,0.5,42,trainable,0.9,0.8292957746478873,0.7396984924623116,0.9435897435897436,0.6592105263157895,0.34078947368421053,0.05641025641025641
banking77,0.5,42,trainable,0.95,0.8460397508157818,0.7874102705687466,0.9141025641025641,0.7467105263157895,0.2532894736842105,0.0858974358974359
banking77,0.5,42,trainable,1.0,0.8414403032217309,0.8293897882938979,0.8538461538461538,0.8197368421052631,0.18026315789473685,0.14615384615384616
banking77,0.5,42,trainable,1.05,0.8098449089683075,0.8541963015647226,0.7698717948717949,0.8651315789473684,0.13486842105263158,0.23012820512820512
banking77,0.5,42,trainable,1.1,0.7570538658849394,0.88366124893071,0.6621794871794872,0.9105263157894736,0.08947368421052632,0.33782051282051284
banking77,0.5,42,trainable,1.2,0.5342403628117913,0.9131782945736434,0.37756410256410255,0.9631578947368421,0.03684210526315789,0.6224358974358974
banking77,0.5,42,trainable,1.3,0.32607541157727027,0.9504643962848297,0.1967948717948718,0.9894736842105263,0.010526315789473684,0.8032051282051282
banking77,0.5,42,frozen,0.75,0.7452121212121212,0.5992202729044834,0.9852564102564103,0.3236842105263158,0.6763157894736842,0.014743589743589743
banking77,0.5,42,frozen,0.85,0.7979717107018949,0.6835848193872885,0.9583333333333334,0.5447368421052632,0.45526315789473687,0.041666666666666664
